,year,state,county,policies_prem,acres_insured,liabilities,premium,subsidy,indemnity,loss_ratio,net_benefit,farmer_premium,benefit_by_pol,benefit_by_acre
7646,2016,North Dakota,Grant,913,361424,43930412,10112017,6906765,3700562,0.365956,495310,3205252,542.5082147,1.370440259
7647,2016,North Dakota,Griggs,754,256743,60323420,9151234,6273365,1014793,0.110891,-1863076,2877869,-2470.923077,-7.256579537
7648,2016,North Dakota,Hettinger,731,456782,76584710,14194322,9116647,4870737,0.343146,-206938,5077675,-283.0889193,-0.453034489
7649,2016,North Dakota,Kidder,808,275165,50231340,10281204,7294589,2698043,0.262424,-288572,2986615,-357.1435644,-1.048723493
7650,2016,North Dakota,La Moure,1183,516806,159054015,24272855,17416891,1290267,0.053156,-5565697,6855964,-4704.731192,-10.76941251
7651,2016,North Dakota,Logan,770,276191,46628121,9568385,6769400,3126025,0.326703,327040,2798985,424.7272727,1.184108099
7652,2016,North Dakota,Mchenry,1474,444807,83801960,15049178,10460283,664690,0.044167,-3924205,4588895,-2662.282904,-8.822264488
7653,2016,North Dakota,Mcintosh,811,333635,56731965,11354967,7796090,2935661,0.258535,-623216,3558877,-768.4537608,-1.867957498
7654,2016,North Dakota,Mckenzie,501,339157,35793631,6360216,3925933,1207507,0.189853,-1226776,2434283,-2448.654691,-3.617133068
7655,2016,North Dakota,Mclean,1749,720057,138833463,18972283,12507504,4010924,0.211409,-2453855,6464779,-1403.004574,-3.407862155
7656,2016,North Dakota,Mercer,465,188406,28677326,5235215,3488402,700931,0.133887,-1045882,1746813,-2249.208602,-5.551213868
7657,2016,North Dakota,Morton,1229,441354,56678387,12367793,8709401,4280883,0.346131,622491,3658392,506.5020342,1.41041205
7658,2016,North Dakota,Mountrail,1273,551783,78169911,11900601,7734950,4720802,0.396686,555151,4165651,436.0966222,1.006103849
7659,2016,North Dakota,Nelson,1061,346104,70410143,15251543,10291306,4732101,0.31027,-228136,4960237,-215.0197926,-0.659154474
7660,2016,North Dakota,Oliver,409,158237,24130043,4267117,2876642,476244,0.111607,-914231,1390475,-2235.283619,-5.777605743
7661,2016,North Dakota,Pembina,1465,546640,186245980,30270399,18824866,31838874,1.051815,20393341,11445533,13920.36928,37.30671191
7662,2016,North Dakota,Pierce,1256,345364,67155364,12894118,8613273,3609842,0.27996,-671003,4280845,-534.2380573,-1.942886346
7663,2016,North Dakota,Ramsey,1313,515803,110143745,28631894,20270291,13232664,0.462165,4871061,8361603,3709.871287,9.443646121
7664,2016,North Dakota,Ransom,838,304809,102267907,14652670,10345676,1146295,0.078231,-3160699,4306994,-3771.717184,-10.36944119
7665,2016,North Dakota,Renville,1167,431518,79488672,12798592,8723313,5176553,0.404462,1101274,4075279,943.6795201,2.552092844
7666,2016,North Dakota,Richland,1762,675708,235230804,34345553,23544774,1098359,0.031979,-9702420,10800779,-5506.481271,-14.35889467
7667,2016,North Dakota,Rolette,925,263054,50575377,9841390,6517725,5283666,0.536882,1960001,3323665,2118.92,7.450945433
7668,2016,North Dakota,Sargent,950,347962,115485940,18439083,12899250,1227659,0.066579,-4312174,5539833,-4539.130526,-12.39265782
7669,2016,North Dakota,Sheridan,731,275365,49783663,7143805,4813213,1089465,0.152504,-1241127,2330592,-1697.848153,-4.507206798
7670,2016,North Dakota,Sioux,260,130644,13778095,3031415,2156374,1200114,0.395892,325073,875041,1250.280769,2.488235204
7671,2016,North Dakota,Slope,415,289146,33684959,6224250,4051993,6978828,1.121231,4806571,2172257,11582.0988,16.62333562
7672,2016,North Dakota,Stark,977,516766,63473537,11975745,7754698,4720576,0.394178,499529,4221047,511.2886387,0.966644477
7673,2016,North Dakota,Steele,1046,360940,99712319,14755951,10183100,801481,0.054315,-3771370,4572851,-3605.516252,-10.44874494
7674,2016,North Dakota,Stutsman,1708,813371,207775646,34702822,23970977,6459987,0.186151,-4271858,10731845,-2501.087822,-5.252041196
7675,2016,North Dakota,Towner,1400,474040,94935828,19424551,13782383,9548243,0.491555,3906075,5642168,2790.053571,8.239969201
7676,2016,North Dakota,Traill,1314,468300,158267580,20344736,13679201,4595932,0.225902,-2069603,6665535,-1575.040335,-4.419395687
7677,2016,North Dakota,Walsh,1908,573835,169418401,27714954,18151818,30916415,1.115513,21353279,9563136,11191.44602,37.21153119
7678,2016,North Dakota,Ward,2199,804033,143715924,22537773,15045723,4534182,0.201181,-2957868,7492050,-1345.096862,-3.678789303
7679,2016,North Dakota,Wells,1195,569702,127850469,20873513,14805893,3134098,0.150147,-2933522,6067620,-2454.830126,-5.149221874
7680,2016,North Dakota,Williams,1202,663079,103590199,20018080,13201490,10660308,0.532533,3843718,6816590,3197.768719,5.79677233
7681,2016,Ohio,Adams,296,32826,10848837,1338390,897739,525911,0.392943,85260,440651,288.0405405,2.597331384
7682,2016,Ohio,Allen,907,118927,54516446,4383175,2263127,1546878,0.352912,-573170,2120048,-631.9404631,-4.819511129
7683,2016,Ohio,Ashland,366,59142,22829683,1912762,1184885,2011376,1.051555,1283499,727877,3506.827869,21.70198843
7684,2016,Ohio,Ashtabula,221,42578,12363410,2107906,1564898,115490,0.054788,-427518,543008,-1934.470588,-10.0408192
7685,2016,Ohio,Athens,40,4662,1304995,173028,104868,41706,0.241036,-26454,68160,-661.35,-5.674388674
7686,2016,Ohio,Auglaize,1285,153233,65629975,5091764,3018803,4247028,0.834097,2174067,2072961,1691.880934,14.1879817
7687,2016,Ohio,Belmont,1,184,34301,7547,4453,17321,2.295084,14227,3094,14227,77.32065217
7688,2016,Ohio,Brown,471,79465,27968947,3217183,2102594,779768,0.242376,-334821,1114589,-710.8726115,-4.213439879
7689,2016,Ohio,Butler,554,61618,22833112,3412828,2022019,596560,0.174799,-794249,1390809,-1433.662455,-12.88988607
7690,2016,Ohio,Carroll,134,17963,5379560,856843,553856,718146,0.83813,415159,302987,3098.201493,23.11189668
7691,2016,Ohio,Champaign,876,158345,71412883,4850355,2836078,3162295,0.651971,1148018,2014277,1310.522831,7.250105782
7692,2016,Ohio,Clark,631,122173,59719654,4217038,2241204,1556342,0.36906,-419492,1975834,-664.8050713,-3.433590073
7693,2016,Ohio,Clermont,206,48450,18353260,1773877,1147630,560545,0.315999,-65702,626247,-318.9417476,-1.356078431
7694,2016,Ohio,Clinton,655,145324,68059091,4621764,2773786,1348443,0.291759,-499535,1847978,-762.648855,-3.437388181
7695,2016,Ohio,Columbiana,211,32387,12062476,1550397,1017869,326877,0.210834,-205651,532528,-974.6492891,-6.349800846
7696,2016,Ohio,Coshocton,194,29809,10923036,1231980,764106,631680,0.512735,163806,467874,844.3608247,5.495186018
7697,2016,Ohio,Crawford,781,149595,67744582,4407022,2587063,1788510,0.405831,-31449,1819959,-40.26760563,-0.210227615
7698,2016,Ohio,Cuyahoga,6,256,71344,12380,7206,3125,0.252423,-2049,5174,-341.5,-8.00390625
7699,2016,Ohio,Darke,1714,229311,102743079,8185183,4657721,3550904,0.43382,23442,3527462,13.67677946,0.102227979
7700,2016,Ohio,Defiance,1006,131278,47936972,4347329,2571764,484906,0.111541,-1290659,1775565,-1282.961233,-9.831494995
7701,2016,Ohio,Delaware,416,102057,40720092,2979243,1808532,529115,0.1776,-641596,1170711,-1542.298077,-6.286643738
7702,2016,Ohio,Erie,219,41013,18165403,1763858,1146012,718380,0.407277,100534,617846,459.0593607,2.451271548
7703,2016,Ohio,Fairfield,571,100300,43695209,3137734,2034554,169060,0.053879,-934120,1103180,-1635.936953,-9.313260219
7704,2016,Ohio,Fayette,671,167254,73678904,4525742,2648189,969793,0.214283,-907760,1877553,-1352.846498,-5.427433724
7705,2016,Ohio,Franklin,266,41843,16174654,1322362,848307,131715,0.099605,-342340,474055,-1286.992481,-8.181535741
7706,2016,Ohio,Fulton,685,136743,61204658,3643172,2226242,388553,0.106652,-1028377,1416930,-1501.280292,-7.520509277
7707,2016,Ohio,Gallia,63,5333,1634197,170811,100415,25846,0.151313,-44550,70396,-707.1428571,-8.353647103
7708,2016,Ohio,Geauga,36,5511,1589052,257916,173579,95840,0.371593,11503,84337,319.5277778,2.087279985
7709,2016,Ohio,Greene,566,102534,48861597,3689290,2128035,691833,0.187524,-869422,1561255,-1536.081272,-8.47935319
7710,2016,Ohio,Guernsey,43,6120,2028648,242160,142650,155546,0.642327,56036,99510,1303.162791,9.15620915
7711,2016,Ohio,Hamilton,47,4218,1662066,227761,144431,24179,0.106159,-59151,83330,-1258.531915,-14.02347084
7712,2016,Ohio,Hancock,1506,193020,81232186,5394850,2859806,2572258,0.476798,37214,2535044,24.71049137,0.192798674
7713,2016,Ohio,Hardin,938,193657,83059116,6617192,3840266,1305616,0.197306,-1471310,2776926,-1568.560768,-7.597504867
7714,2016,Ohio,Harrison,44,6742,2253909,283817,186871,51579,0.181733,-45367,96946,-1031.068182,-6.729012163
7715,2016,Ohio,Henry,1082,145499,66667132,4356344,2502727,993161,0.22798,-860456,1853617,-795.245841,-5.913827586
7716,2016,Ohio,Highland,664,122713,47969142,4677668,2994192,741585,0.158537,-941891,1683476,-1418.510542,-7.675560047
7717,2016,Ohio,Hocking,54,5305,1994244,220073,133162,44522,0.202305,-42389,86911,-784.9814815,-7.990386428
7718,2016,Ohio,Holmes,141,26523,10469628,1133796,674688,952552,0.840144,493444,459108,3499.602837,18.6043811
7719,2016,Ohio,Huron,611,143436,56836268,4957392,3051785,1265097,0.255194,-640510,1905607,-1048.297872,-4.465475892
7720,2016,Ohio,Jackson,70,5802,2051303,225162,142730,60974,0.2708,-21458,82432,-306.5428571,-3.698379869
7721,2016,Ohio,Jefferson,29,2360,715912,115980,71785,98040,0.845318,53845,44195,1856.724138,22.81567797
7722,2016,Ohio,Knox,455,85373,35311905,2887975,1686408,1166683,0.403979,-34884,1201567,-76.66813187,-0.408606937
7723,2016,Ohio,Lake,11,481,122653,33807,23289,3202,0.094714,-7316,10518,-665.0909091,-15.20997921
7724,2016,Ohio,Lawrence,26,1783,480815,73749,49180,37435,0.5076,12866,24569,494.8461538,7.215928211
7725,2016,Ohio,Licking,483,108013,46563050,3886463,2262590,479396,0.12335,-1144477,1623873,-2369.517598,-10.59573385
7726,2016,Ohio,Logan,754,145947,62712344,5111304,3071523,3617585,0.707761,1577804,2039781,2092.578249,10.81080118
7727,2016,Ohio,Lorain,364,68520,23556687,2775531,1883367,824649,0.297113,-67515,892164,-185.4807692,-0.98533275
7728,2016,Ohio,Lucas,271,41244,18046877,1518205,947487,356491,0.23481,-214227,570718,-790.5055351,-5.194137329
7729,2016,Ohio,Madison,807,189699,85229212,4988233,2914335,1117775,0.224082,-956123,2073898,-1184.786865,-5.040211071
7730,2016,Ohio,Mahoning,154,22362,8694162,911864,609320,215479,0.236306,-87065,302544,-565.3571429,-3.893435292
7731,2016,Ohio,Marion,622,140505,57347584,3964458,2339912,520746,0.131353,-1103800,1624546,-1774.598071,-7.855948187
7732,2016,Ohio,Medina,249,39043,13187365,2276087,1587373,430301,0.189052,-258413,688714,-1037.803213,-6.618676843
7733,2016,Ohio,Meigs,33,4850,1650356,202212,132078,103424,0.511463,33290,70134,1008.787879,6.863917526
7734,2016,Ohio,Mercer,1655,184795,81780733,6730526,3987099,4134372,0.614271,1390945,2743427,840.4501511,7.52696231
7735,2016,Ohio,Miami,878,123157,56098230,3752812,2188554,2537317,0.67611,973059,1564258,1108.267654,7.90096381
7736,2016,Ohio,Monroe,0,0,0,0,0,0,0,0,0,0,0
7737,2016,Ohio,Montgomery,425,65041,27488652,3102350,1773578,456862,0.147263,-871910,1328772,-2051.552941,-13.4055442
7738,2016,Ohio,Morgan,38,3302,955687,100433,65726,77190,0.768572,42483,34707,1117.973684,12.86583889
7739,2016,Ohio,Morrow,476,102418,42129392,3112983,1759803,644853,0.207149,-708327,1353180,-1488.081933,-6.916040149
7740,2016,Ohio,Muskingum,180,29189,10338920,1240083,703645,372776,0.300605,-163662,536438,-909.2333333,-5.60697523
7741,2016,Ohio,Noble,5,520,206049,23537,17401,0,0,-6136,6136,-1227.2,-11.8
7742,2016,Ohio,Ottawa,677,75700,27837767,3119369,1764423,617851,0.198069,-737095,1354946,-1088.766617,-9.737054161
7743,2016,Ohio,Paulding,1201,155750,58725077,4951697,3004992,1366142,0.275893,-580563,1946705,-483.3996669,-3.7275313
7744,2016,Ohio,Perry,168,33641,13457012,1327181,835129,384935,0.290039,-107117,492052,-637.6011905,-3.184120567
7745,2016,Ohio,Pickaway,892,195495,80464507,6703419,3933831,1095547,0.163431,-1674041,2769588,-1876.727578,-8.56308857
7746,2016,Ohio,Pike,105,23321,8710378,581815,401716,78106,0.134245,-101993,180099,-971.3619048,-4.373440247
7747,2016,Ohio,Portage,126,23139,6911737,981993,682347,114578,0.116679,-185068,299646,-1468.793651,-7.998098449
7748,2016,Ohio,Preble,823,136252,62981703,5732898,3213898,630493,0.109978,-1888507,2519000,-2294.662211,-13.86039838
7749,2016,Ohio,Putnam,1542,156331,65649952,5523741,3099680,1472290,0.266538,-951771,2424061,-617.2315175,-6.088178288
7750,2016,Ohio,Richland,294,61627,27403403,2150602,1210139,1759440,0.818115,818977,940463,2785.636054,13.28925633
7751,2016,Ohio,Ross,542,91251,35462574,3028167,1868957,350709,0.115815,-808501,1159210,-1491.699262,-8.860187834
7752,2016,Ohio,Sandusky,841,123982,51361840,4372218,2670422,1115785,0.255198,-586011,1701796,-696.8026159,-4.726581278
7753,2016,Ohio,Scioto,108,18979,6027533,715514,512110,212715,0.297289,9311,203404,86.21296296,0.490594868
7754,2016,Ohio,Seneca,1592,201016,80301375,6554662,4031443,3174077,0.484247,650858,2523219,408.830402,3.237841764
7755,2016,Ohio,Shelby,1149,138340,59124104,4296353,2570939,6047473,1.407582,4322059,1725414,3761.583116,31.24229435
7756,2016,Ohio,Stark,277,44437,16214363,1909001,1254743,811862,0.425281,157604,654258,568.967509,3.54668407
7757,2016,Ohio,Summit,28,2385,793022,136476,86248,76966,0.563952,26738,50228,954.9285714,11.21090147
7758,2016,Ohio,Trumbull,142,23323,7058121,1022548,757073,92246,0.090211,-173229,265475,-1219.922535,-7.427389272
7759,2016,Ohio,Tuscarawas,106,20219,7558527,845508,559420,420830,0.497724,134742,286088,1271.150943,6.664127801
7760,2016,Ohio,Union,687,143635,56760295,3863214,2475861,179938,0.046577,-1207415,1387353,-1757.518195,-8.406133603
7761,2016,Ohio,Van Wert,1212,153142,67999306,4129288,2294295,911942,0.220847,-923051,1834993,-761.5932343,-6.027418997
7762,2016,Ohio,Vinton,32,3308,998487,118004,63659,107663,0.912367,53318,54345,1666.1875,16.11789601
7763,2016,Ohio,Warren,283,56119,23857792,2485301,1447709,790025,0.317879,-247567,1037592,-874.795053,-4.411464923
7764,2016,Ohio,Washington,75,8579,2970661,406608,274653,394213,0.969516,262258,131955,3496.773333,30.56976338
7765,2016,Ohio,Wayne,473,73430,30037293,2602530,1645945,1681077,0.645939,724492,956585,1531.69556,9.866430614
7766,2016,Ohio,Williams,692,129065,51012756,3896775,2313979,339310,0.087074,-1243486,1582796,-1796.945087,-9.634571727
7767,2016,Ohio,Wood,1602,216232,87967888,6219831,3638184,1597886,0.256901,-983761,2581647,-614.0830212,-4.549562507
7768,2016,Ohio,Wyandot,902,161499,65461822,5339895,3197289,1676592,0.313974,-466014,2142606,-516.6452328,-2.885553471
7769,2016,Oklahoma,Adair,1,47,4894,687,405,0,0,-282,282,-282,-6
7770,2016,Oklahoma,Alfalfa,784,233624,29139425,5606157,3635030,477463,0.085167,-1493664,1971127,-1905.183673,-6.393452727
7771,2016,Oklahoma,Atoka,2,249,103782,27525,21323,0,0,-6202,6202,-3101,-24.90763052
7772,2016,Oklahoma,Beaver,663,170268,16453209,3571200,2307963,765891,0.214463,-497346,1263237,-750.1447964,-2.920959899
7773,2016,Oklahoma,Beckham,221,52805,7794137,1590306,1013409,275527,0.173254,-301370,576897,-1363.665158,-5.707224695
7774,2016,Oklahoma,Blaine,479,146257,15376270,3215134,2200988,352777,0.109723,-661369,1014146,-1380.728601,-4.521964761
7775,2016,Oklahoma,Bryan,63,25448,3173028,628616,444040,517806,0.823723,333230,184576,5289.365079,13.09454574
7776,2016,Oklahoma,Caddo,688,202078,23814028,5168610,3309386,2194206,0.424525,334982,1859224,486.8924419,1.657686636
7777,2016,Oklahoma,Canadian,405,110209,15555565,3432558,2176885,1145169,0.333619,-110504,1255673,-272.8493827,-1.002676732
7778,2016,Oklahoma,Carter,17,37723,2020486,345717,191297,228571,0.66115,74151,154420,4361.823529,1.965670811
7779,2016,Oklahoma,Cherokee,0,0,0,0,0,0,0,0,0,0,0
7780,2016,Oklahoma,Choctaw,32,14273,1120302,148256,109192,148560,1.00205,109496,39064,3421.75,7.671547677
7781,2016,Oklahoma,Cimarron,714,339979,38563302,9360316,6746572,2964554,0.316715,350810,2613744,491.3305322,1.03185785
7782,2016,Oklahoma,Cleveland,24,4043,416906,98494,61586,57626,0.585071,20718,36908,863.25,5.124412565
7783,2016,Oklahoma,Coal,5,14758,530118,98823,50851,140788,1.424648,92816,47972,18563.2,6.289199078
7784,2016,Oklahoma,Comanche,317,107959,10334604,2745520,1700959,1878744,0.684294,834183,1044561,2631.492114,7.726850008
7785,2016,Oklahoma,Cotton,389,132051,13808562,4383609,3057111,3627916,0.827609,2301418,1326498,5916.241645,17.42825121
7786,2016,Oklahoma,Craig,137,20846,3637423,730165,514700,83804,0.114774,-131661,215465,-961.0291971,-6.31588794
7787,2016,Oklahoma,Creek,6,783,167121,50507,30578,5387,0.106658,-14542,19929,-2423.666667,-18.57215837
7788,2016,Oklahoma,Custer,505,141167,17028541,3917675,2461401,657125,0.167733,-799149,1456274,-1582.473267,-5.66101851
7789,2016,Oklahoma,Delaware,39,10270,1683996,265709,193684,89935,0.338471,17910,72025,459.2307692,1.743914314
7790,2016,Oklahoma,Dewey,306,94611,7450680,1649425,1064398,273467,0.165795,-311560,585027,-1018.169935,-3.293063174
7791,2016,Oklahoma,Ellis,119,103956,3504042,755170,445599,177393,0.234904,-132178,309571,-1110.739496,-1.271480242
7792,2016,Oklahoma,Garfield,1253,321773,42838929,9199164,6346438,2000402,0.217454,-852324,2852726,-680.226656,-2.648836291
7793,2016,Oklahoma,Garvin,123,29020,3805508,952747,574793,613840,0.644284,235886,377954,1917.772358,8.128394211
7794,2016,Oklahoma,Grady,317,105804,9365551,1887909,1151226,764312,0.404845,27629,736683,87.15772871,0.261133795
7795,2016,Oklahoma,Grant,1463,340082,41892655,10793124,7374285,1889365,0.175052,-1529474,3418839,-1045.436774,-4.497368282
7796,2016,Oklahoma,Greer,432,93722,11413758,3307909,2049643,2152247,0.650636,893981,1258266,2069.400463,9.538646209
7797,2016,Oklahoma,Harmon,478,107182,18216980,5361481,3893025,1272063,0.237259,-196393,1468456,-410.8640167,-1.832331921
7798,2016,Oklahoma,Harper,219,143062,6554483,1795736,1105095,470658,0.262097,-219983,690641,-1004.488584,-1.537675973
7799,2016,Oklahoma,Haskell,5,3370,387753,57604,40220,27499,0.47738,10115,17384,2023,3.00148368
7800,2016,Oklahoma,Hughes,16,13560,724978,141908,81982,149899,1.056311,89973,59926,5623.3125,6.635176991
7801,2016,Oklahoma,Jackson,957,272856,50615049,15208647,9801218,2522240,0.165842,-2885189,5407429,-3014.826541,-10.57403539
7802,2016,Oklahoma,Jefferson,35,52872,2874880,582109,338398,261703,0.449577,17992,243711,514.0571429,0.340293539
7803,2016,Oklahoma,Johnston,12,42830,1774826,297596,161955,199111,0.669064,63470,135641,5289.166667,1.481905207
7804,2016,Oklahoma,Kay,1179,302837,39887496,11869516,7785497,2080047,0.175242,-2003972,4084019,-1699.721798,-6.617328794
7805,2016,Oklahoma,Kingfisher,572,171732,20341034,3836227,2451948,427500,0.111437,-956779,1384279,-1672.690559,-5.571349545
7806,2016,Oklahoma,Kiowa,747,239147,24563186,6334671,3914313,3586486,0.566167,1166128,2420358,1561.08166,4.876197485
7807,2016,Oklahoma,Latimer,0,0,0,0,0,0,0,0,0,0,0
7808,2016,Oklahoma,Le Flore,77,27506,2688987,571759,369664,466151,0.815292,264056,202095,3429.298701,9.599941831
7809,2016,Oklahoma,Lincoln,20,2754,354905,69665,43591,26684,0.383033,610,26074,30.5,0.221496006
7810,2016,Oklahoma,Logan,230,47199,5548711,1166245,764501,408408,0.35019,6664,401744,28.97391304,0.141189432
7811,2016,Oklahoma,Love,16,6906,468846,94013,55936,46301,0.492495,8224,38077,514,1.190848538
7812,2016,Oklahoma,Major,448,123428,12684958,2740469,1864757,542080,0.197805,-333632,875712,-744.7142857,-2.703049551
7813,2016,Oklahoma,Marshall,14,9787,666512,149790,91072,152353,1.01711,93635,58718,6688.214286,9.567283131
7814,2016,Oklahoma,Mayes,27,6150,669903,139596,92913,53115,0.38049,6432,46683,238.2222222,1.045853659
7815,2016,Oklahoma,Mcclain,90,20483,3154540,848839,503794,166700,0.196385,-178345,345045,-1981.611111,-8.706976517
7816,2016,Oklahoma,Mccurtain,59,22898,5513126,1185187,880089,2688164,2.268134,2383066,305098,40390.94915,104.0731068
7817,2016,Oklahoma,Mcintosh,20,9701,513909,104429,59921,115317,1.104262,70809,44508,3540.45,7.299144418
7818,2016,Oklahoma,Murray,15,35404,1643701,275600,152810,251680,0.913207,128890,122790,8592.666667,3.64054909
7819,2016,Oklahoma,Muskogee,118,35834,6061576,938115,704945,472078,0.503219,238908,233170,2024.644068,6.667075961
7820,2016,Oklahoma,Noble,642,124919,15251960,4283208,2873142,1486428,0.347036,76362,1410066,118.9439252,0.611292117
7821,2016,Oklahoma,Nowata,74,9962,1378617,297041,188786,64319,0.216532,-43936,108255,-593.7297297,-4.410359366
7822,2016,Oklahoma,Okfuskee,13,5809,517419,129518,94194,23499,0.181434,-11825,35324,-909.6153846,-2.03563436
7823,2016,Oklahoma,Oklahoma,64,6102,937344,275334,178983,258010,0.93708,161659,96351,2525.921875,26.49278925
7824,2016,Oklahoma,Okmulgee,49,9515,1656335,328788,238605,25188,0.076608,-64995,90183,-1326.428571,-6.830793484
7825,2016,Oklahoma,Osage,90,114682,5828335,1258628,776273,681143,0.541178,198788,482355,2208.755556,1.733384489
7826,2016,Oklahoma,Ottawa,217,46156,8772734,1597942,1164545,151693,0.09493,-281704,433397,-1298.175115,-6.103301846
7827,2016,Oklahoma,Pawnee,90,13322,1325036,427021,267394,203484,0.476519,43857,159627,487.3,3.292073262
7828,2016,Oklahoma,Payne,57,9291,878872,262196,187495,136655,0.521194,61954,74701,1086.912281,6.668173501
7829,2016,Oklahoma,Pittsburg,3,2563,343336,62081,42587,40180,0.647218,20686,19494,6895.333333,8.071010535
7830,2016,Oklahoma,Pontotoc,16,39417,1597331,269419,150704,160073,0.594141,41358,118715,2584.875,1.049242713
7831,2016,Oklahoma,Pottawatomie,52,10637,1971336,559543,393197,142964,0.255501,-23382,166346,-449.6538462,-2.198176177
7832,2016,Oklahoma,Pushmataha,1,240,18358,3134,1599,4024,1.283982,2489,1535,2489,10.37083333
7833,2016,Oklahoma,Roger Mills,92,24914,2138088,493995,289242,144148,0.2918,-60605,204753,-658.75,-2.432568034
7834,2016,Oklahoma,Rogers,20,2569,342559,61766,48389,37062,0.600038,23685,13377,1184.25,9.219540677
7835,2016,Oklahoma,Seminole,9,1121,174579,43170,27133,37503,0.868728,21466,16037,2385.111111,19.14897413
7836,2016,Oklahoma,Sequoyah,50,17179,3913940,452142,349972,101014,0.223412,-1156,102170,-23.12,-0.067291461
7837,2016,Oklahoma,Stephens,60,52647,3561044,717734,395701,393688,0.548515,71655,322033,1194.25,1.361046213
7838,2016,Oklahoma,Texas,1545,435928,92751840,14182589,8940181,3209552,0.226302,-2032856,5242408,-1315.764401,-4.663283845
7839,2016,Oklahoma,Tillman,1328,255590,33424125,9833596,6542535,4870017,0.495242,1578956,3291061,1188.972892,6.177690833
7840,2016,Oklahoma,Tulsa,33,4895,778207,175637,119619,49060,0.279326,-6958,56018,-210.8484848,-1.42145046
7841,2016,Oklahoma,Wagoner,175,46570,7141772,1278641,961313,401828,0.314261,84500,317328,482.8571429,1.814472837
7842,2016,Oklahoma,Washington,44,38520,2615366,517471,337340,301087,0.581843,120956,180131,2749,3.140083074
7843,2016,Oklahoma,Washita,874,225234,26220932,5009482,3166861,1129803,0.225532,-712818,1842621,-815.5812357,-3.16478862
7844,2016,Oklahoma,Woods,472,203896,18372509,4237731,2624944,565926,0.133544,-1046861,1612787,-2217.925847,-5.134289049
7845,2016,Oklahoma,Woodward,120,85377,4672716,1234740,740655,625198,0.506339,131113,494085,1092.608333,1.535694625
7846,2016,Oregon,Baker,18,7269,4761587,231559,163061,33920,0.146485,-34578,68498,-1921,-4.756912918
7847,2016,Oregon,Benton,4,415,364859,14842,10981,0,0,-3861,3861,-965.25,-9.303614458
7848,2016,Oregon,Clackamas,3,224,299915,7952,6782,0,0,-1170,1170,-390,-5.223214286
7849,2016,Oregon,Columbia,2,68,48165,2929,1611,0,0,-1318,1318,-659,-19.38235294
7850,2016,Oregon,Coos,35,7148,2502063,140334,83805,75668,0.539199,19139,56529,546.8285714,2.677532177
7851,2016,Oregon,Crook,5,9414,389908,75832,41792,61953,0.816977,27913,34040,5582.6,2.96505205
7852,2016,Oregon,Curry,15,961,1486664,36939,22966,35375,0.957659,21402,13973,1426.8,22.27055151
7853,2016,Oregon,Deschutes,3,464,137199,4873,2599,6584,1.351118,4310,2274,1436.666667,9.288793103
7854,2016,Oregon,Douglas,22,35986,2681383,440347,250483,262073,0.595151,72209,189864,3282.227273,2.006585895
7855,2016,Oregon,Gilliam,158,114245,18404759,2387093,1231811,2716031,1.137798,1560749,1155282,9878.158228,13.66142063
7856,2016,Oregon,Grant,1,7500,326700,76409,42025,203208,2.659477,168824,34384,168824,22.50986667
7857,2016,Oregon,Harney,3,22271,1028740,223904,119499,222901,0.99552,118496,104405,39498.66667,5.320641193
7858,2016,Oregon,Hood River,155,7035,32645133,670240,409805,164363,0.24523,-96072,260435,-619.8193548,-13.65628998
7859,2016,Oregon,Jackson,19,27039,14651701,821639,515556,325644,0.396334,19561,306083,1029.526316,0.723436518
7860,2016,Oregon,Jefferson,18,2156,951937,83739,45248,110461,1.31911,71970,38491,3998.333333,33.3812616
7861,2016,Oregon,Josephine,3,233,890297,44143,29032,0,0,-15111,15111,-5037,-64.85407725
7862,2016,Oregon,Klamath,162,93367,25892240,2523876,1363407,2943852,1.166401,1783383,1160469,11008.53704,19.10078507
7863,2016,Oregon,Lake,12,85494,2159947,469454,257578,435976,0.928687,224100,211876,18675,2.621236578
7864,2016,Oregon,Lane,9,766,1972526,128397,76986,0,0,-51411,51411,-5712.333333,-67.11618799
7865,2016,Oregon,Linn,12,1182,2124060,114969,75473,21440,0.186485,-18056,39496,-1504.666667,-15.27580372
7866,2016,Oregon,Malheur,214,127906,35660666,2004664,1262656,1676170,0.836135,934162,742008,4365.242991,7.303504136
7867,2016,Oregon,Marion,31,3329,6257840,206666,161439,91288,0.441717,46061,45227,1485.83871,13.83628717
7868,2016,Oregon,Morrow,274,171789,55322505,4625750,2575255,6092052,1.316986,4041557,2050495,14750.20803,23.52628515
7869,2016,Oregon,Multnomah,8,1000,458029,35484,22605,22227,0.626394,9348,12879,1168.5,9.348
7870,2016,Oregon,Polk,22,2196,3360264,132628,91746,43690,0.329417,2808,40882,127.6363636,1.278688525
7871,2016,Oregon,Sherman,386,109708,25415976,2049003,1003363,1928150,0.941018,882510,1045640,2286.295337,8.044171802
7872,2016,Oregon,Umatilla,1141,247624,93232333,9098175,4624480,6575571,0.722735,2101876,4473695,1842.134969,8.488175621
7873,2016,Oregon,Union,79,29269,7561572,581568,329387,323427,0.556129,71246,252181,901.8481013,2.434179507
7874,2016,Oregon,Wallowa,42,51830,3442055,506898,265287,503265,0.992832,261654,241611,6229.857143,5.048311789
