Pay_year,State,full_practice_code,practice_code,StatutoryCategory, payments ,practice_instance_count
2018,Washington,315,315,Land Management (6(A)(ii)),3642,22
2018,Washington,319,319,Structural (6(A)(i)),2270,4
2018,Washington,324,324,Soil remediation (6(A)(vi),6209,8
2018,Washington,327,327,Vegetative (6(A)(iii),3508,15
2018,Washington,328,328,Vegetative (6(A)(iii),18180,41
2018,Washington,329,329,Soil remediation (6(A)(vi),39171,19
2018,Washington,340,340,Vegetative (6(A)(iii),46363,32
2018,Washington,342,342,Vegetative (6(A)(iii),347,7
2018,Washington,345,345,Soil remediation (6(A)(vi),47662,17
2018,Washington,373,373,Other (6(A)(vii)),,
2018,Washington,382,382,Land Management (6(A)(ii)),,
2018,Washington,383,383,Forest management (6(A)(iv)),,
2018,Washington,386,386,Vegetative (6(A)(iii),348,10
2018,Washington,391,391,Forest management (6(A)(iv)),,
2018,Washington,393,393,Vegetative (6(A)(iii),,
2018,Washington,394,394,Land Management (6(A)(ii)),,
2018,Washington,412,412,Vegetative (6(A)(iii),,
2018,Washington,449,449,Structural (6(A)(i)),3533,7
2018,Washington,472,472,Land Management (6(A)(ii)),212,4
2018,Washington,511,511,Forest management (6(A)(iv)),,
2018,Washington,512,512,Vegetative (6(A)(iii),4974,4
2018,Washington,528,528,Land Management (6(A)(ii)),1764,6
2018,Washington,550,550,Vegetative (6(A)(iii),1442,5
2018,Washington,558,558,Structural (6(A)(i)),,
2018,Washington,590,590,Structural (6(A)(i)),32410,50
2018,Washington,595,595,Other (6(A)(vii)),144427,47
2018,Washington,612,612,Forest management (6(A)(iv)),1015,18
2018,Washington,645,645,Land Management (6(A)(ii)),796,16
2018,Washington,647,647,Land Management (6(A)(ii)),,
2018,Washington,649,649,Structural (6(A)(i)),,
2018,Washington,654,654,Forest management (6(A)(iv)),,
2018,Washington,655,655,Forest management (6(A)(iv)),,
2018,Washington,660,660,Forest management (6(A)(iv)),199,4
2018,Washington,666,666,Forest management (6(A)(iv)),,
2018,Washington,AGLAND,AGLAND,2014 Other Practices,209993,74
2018,Washington,CROP,CROP,Cropland,6363192,439
2018,Washington,E314133Z,314,Land Management (6(A)(ii)),,
2018,Washington,E314134Z,314,Land Management (6(A)(ii)),,
2018,Washington,E315133Z,315,Land Management (6(A)(ii)),,
2018,Washington,E315134Z,315,Land Management (6(A)(ii)),13912,8
2018,Washington,E327136Z1,327,Vegetative (6(A)(iii),7917,9
2018,Washington,E327136Z2,327,Vegetative (6(A)(iii),,
2018,Washington,E327137Z,327,Vegetative (6(A)(iii),,
2018,Washington,E328106Z1,328,Vegetative (6(A)(iii),2509,4
2018,Washington,E328106Z2,328,Vegetative (6(A)(iii),81054,10
2018,Washington,E328134R,328,Vegetative (6(A)(iii),28392,8
2018,Washington,E328136Z,328,Vegetative (6(A)(iii),,
2018,Washington,E329101Z,329,Soil remediation (6(A)(vi),39033,14
2018,Washington,E333122Z,333,Soil remediation (6(A)(vi),,
2018,Washington,E334107Z,334,Other (6(A)(vii)),,
2018,Washington,E340101Z,340,Vegetative (6(A)(iii),1005,7
2018,Washington,E340102Z,340,Vegetative (6(A)(iii),817,5
2018,Washington,E340106Z4,340,Vegetative (6(A)(iii),,
2018,Washington,E340107Z,340,Vegetative (6(A)(iii),,
2018,Washington,E340118Z,340,Vegetative (6(A)(iii),2182,4
2018,Washington,E340134Z,340,Vegetative (6(A)(iii),22857,19
2018,Washington,E345101Z,345,Soil remediation (6(A)(vi),44487,9
2018,Washington,E345102Z,345,Soil remediation (6(A)(vi),87050,26
2018,Washington,E345106Z,345,Soil remediation (6(A)(vi),121694,35
2018,Washington,E376128Z,376,Land Management (6(A)(ii)),,
2018,Washington,E382136Z,382,Land Management (6(A)(ii)),,
2018,Washington,E383135Z,383,Forest management (6(A)(iv)),,
2018,Washington,E386102Z,386,Vegetative (6(A)(iii),,
2018,Washington,E386106Z,386,Vegetative (6(A)(iii),,
2018,Washington,E386128Z,386,Vegetative (6(A)(iii),,
2018,Washington,E386136Z,386,Vegetative (6(A)(iii),,
2018,Washington,E391127Z,391,Forest management (6(A)(iv)),,
2018,Washington,E449114Z1,449,Structural (6(A)(i)),,
2018,Washington,E449114Z2,449,Structural (6(A)(i)),,
2018,Washington,E449114Z3,449,Structural (6(A)(i)),,
2018,Washington,E449114Z7,449,Structural (6(A)(i)),133356,4
2018,Washington,E511137Z1,511,Forest management (6(A)(iv)),6775,8
2018,Washington,E512106Z1,512,Vegetative (6(A)(iii),,
2018,Washington,E512132Z1,512,Vegetative (6(A)(iii),,
2018,Washington,E512132Z2,512,Vegetative (6(A)(iii),,
2018,Washington,E512133Z1,512,Vegetative (6(A)(iii),,
2018,Washington,E528101Z,528,Land Management (6(A)(ii)),3275,5
2018,Washington,E528133Z2,528,Land Management (6(A)(ii)),,
2018,Washington,E528137Z1,528,Land Management (6(A)(ii)),2840,9
2018,Washington,E528140Z1,528,Land Management (6(A)(ii)),,
2018,Washington,E550136Z,550,Vegetative (6(A)(iii),,
2018,Washington,E590118X,590,Structural (6(A)(i)),1617484,74
2018,Washington,E590118Z,590,Structural (6(A)(i)),1494153,95
2018,Washington,E590119X,590,Structural (6(A)(i)),530670,28
2018,Washington,E590119Z,590,Structural (6(A)(i)),354129,18
2018,Washington,E590130Z,590,Structural (6(A)(i)),,
2018,Washington,E595116X,595,Other (6(A)(vii)),1232416,69
2018,Washington,E595116Z,595,Other (6(A)(vii)),555150,60
2018,Washington,E595129Z,595,Other (6(A)(vii)),125218,5
2018,Washington,E612130Z,612,Forest management (6(A)(iv)),,
2018,Washington,E612132Z,612,Forest management (6(A)(iv)),,
2018,Washington,E612133X1,612,Forest management (6(A)(iv)),,
2018,Washington,E612133X2,612,Forest management (6(A)(iv)),,
2018,Washington,E612136Z,612,Forest management (6(A)(iv)),15858,12
2018,Washington,E612137Z,612,Forest management (6(A)(iv)),20399,12
2018,Washington,E666106Z2,666,Forest management (6(A)(iv)),,
2018,Washington,E666107Z,666,Forest management (6(A)(iv)),18330,4
2018,Washington,E666130Z,666,Forest management (6(A)(iv)),,
2018,Washington,E666132Z2,666,Forest management (6(A)(iv)),,
2018,Washington,E666135Z1,666,Forest management (6(A)(iv)),,
2018,Washington,E666135Z2,666,Forest management (6(A)(iv)),,
2018,Washington,E666137Z1,666,Forest management (6(A)(iv)),40084,15
2018,Washington,E666137Z2,666,Forest management (6(A)(iv)),,
2018,Washington,FARM,FARM,2014 Other Practices,241338,122
2018,Washington,NIPF,NIPF,NIPF,190560,65
2018,Washington,PAST,PAST,Pastureland,150191,48
2018,Washington,RANGE,RANGE,Rangeland,273579,97
2018,West Virginia,314,314,Land Management (6(A)(ii)),861,5
2018,West Virginia,327,327,Vegetative (6(A)(iii),,
2018,West Virginia,386,386,Vegetative (6(A)(iii),,
2018,West Virginia,472,472,Land Management (6(A)(ii)),,
2018,West Virginia,490,490,Forest management (6(A)(iv)),,
2018,West Virginia,512,512,Vegetative (6(A)(iii),10177,18
2018,West Virginia,528,528,Land Management (6(A)(ii)),1647,17
2018,West Virginia,590,590,Structural (6(A)(i)),68,4
2018,West Virginia,612,612,Forest management (6(A)(iv)),,
2018,West Virginia,666,666,Forest management (6(A)(iv)),773,5
2018,West Virginia,AGLAND,AGLAND,2014 Other Practices,14010,5
2018,West Virginia,CROP,CROP,Cropland,1127803,324
2018,West Virginia,E327136Z1,327,Vegetative (6(A)(iii),,
2018,West Virginia,E327136Z2,327,Vegetative (6(A)(iii),4713,4
2018,West Virginia,E329106Z,329,Soil remediation (6(A)(vi),21569,28
2018,West Virginia,E340101Z,340,Vegetative (6(A)(iii),,
2018,West Virginia,E340106Z2,340,Vegetative (6(A)(iii),899,11
2018,West Virginia,E340119Z,340,Vegetative (6(A)(iii),,
2018,West Virginia,E345101Z,345,Soil remediation (6(A)(vi),,
2018,West Virginia,E395137X,395,Land Management (6(A)(ii)),,
2018,West Virginia,E472118Z,472,Land Management (6(A)(ii)),,
2018,West Virginia,E472122Z,472,Land Management (6(A)(ii)),,
2018,West Virginia,E511137Z1,511,Forest management (6(A)(iv)),21481,138
2018,West Virginia,E512101Z1,512,Vegetative (6(A)(iii),,
2018,West Virginia,E512101Z2,512,Vegetative (6(A)(iii),,
2018,West Virginia,E512106Z2,512,Vegetative (6(A)(iii),1087,4
2018,West Virginia,E512132Z2,512,Vegetative (6(A)(iii),7030,12
2018,West Virginia,E512133Z1,512,Vegetative (6(A)(iii),138902,52
2018,West Virginia,E528105Z,528,Land Management (6(A)(ii)),530,5
2018,West Virginia,E528118Z1,528,Land Management (6(A)(ii)),3036,5
2018,West Virginia,E528119Z,528,Land Management (6(A)(ii)),457,10
2018,West Virginia,E528126Z,528,Land Management (6(A)(ii)),5844,8
2018,West Virginia,E590118Z,590,Structural (6(A)(i)),9045,26
2018,West Virginia,E590119Z,590,Structural (6(A)(i)),,
2018,West Virginia,E590130Z,590,Structural (6(A)(i)),,
2018,West Virginia,E595116Z,595,Other (6(A)(vii)),,
2018,West Virginia,E612130Z,612,Forest management (6(A)(iv)),,
2018,West Virginia,E612132Z,612,Forest management (6(A)(iv)),,
2018,West Virginia,E612133X1,612,Forest management (6(A)(iv)),,
2018,West Virginia,E612133X2,612,Forest management (6(A)(iv)),,
2018,West Virginia,E612136Z,612,Forest management (6(A)(iv)),,
2018,West Virginia,E612137Z,612,Forest management (6(A)(iv)),,
2018,West Virginia,E666106Z2,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666130Z,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666132Z1,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666133X,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666133Z1,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666136Z1,666,Forest management (6(A)(iv)),,
2018,West Virginia,E666137Z1,666,Forest management (6(A)(iv)),38533,41
2018,West Virginia,FARM,FARM,2014 Other Practices,44740,15
2018,West Virginia,NIPF,NIPF,NIPF,617171,233
2018,West Virginia,PAST,PAST,Pastureland,1084132,330
2018,Wisconsin,314,314,Land Management (6(A)(ii)),2612,80
2018,Wisconsin,315,315,Land Management (6(A)(ii)),2329,37
2018,Wisconsin,319,319,Structural (6(A)(i)),2792,6
2018,Wisconsin,327,327,Vegetative (6(A)(iii),32441,201
2018,Wisconsin,328,328,Vegetative (6(A)(iii),471,21
2018,Wisconsin,329,329,Soil remediation (6(A)(vi),14957,59
2018,Wisconsin,334,334,Other (6(A)(vii)),,
2018,Wisconsin,338,338,Land Management (6(A)(ii)),3616,13
2018,Wisconsin,340,340,Vegetative (6(A)(iii),213094,339
2018,Wisconsin,342,342,Vegetative (6(A)(iii),380,34
2018,Wisconsin,345,345,Soil remediation (6(A)(vi),8835,26
2018,Wisconsin,380,380,Vegetative (6(A)(iii),,
2018,Wisconsin,382,382,Land Management (6(A)(ii)),,
2018,Wisconsin,386,386,Vegetative (6(A)(iii),479,33
2018,Wisconsin,393,393,Vegetative (6(A)(iii),195,8
2018,Wisconsin,394,394,Land Management (6(A)(ii)),,
2018,Wisconsin,395,395,Land Management (6(A)(ii)),,
2018,Wisconsin,412,412,Vegetative (6(A)(iii),2185,6
2018,Wisconsin,472,472,Land Management (6(A)(ii)),97,5
2018,Wisconsin,490,490,Forest management (6(A)(iv)),,
2018,Wisconsin,511,511,Forest management (6(A)(iv)),,
2018,Wisconsin,512,512,Vegetative (6(A)(iii),23321,91
2018,Wisconsin,528,528,Land Management (6(A)(ii)),815,15
2018,Wisconsin,558,558,Structural (6(A)(i)),1537,8
2018,Wisconsin,561,561,Land Management (6(A)(ii)),,
2018,Wisconsin,590,590,Structural (6(A)(i)),21534,63
2018,Wisconsin,595,595,Other (6(A)(vii)),6706,8
2018,Wisconsin,612,612,Forest management (6(A)(iv)),30427,249
2018,Wisconsin,614,614,Structural (6(A)(i)),,
2018,Wisconsin,644,644,Land Management (6(A)(ii)),,
2018,Wisconsin,645,645,Land Management (6(A)(ii)),6255,54
2018,Wisconsin,646,646,Land Management (6(A)(ii)),,
2018,Wisconsin,647,647,Land Management (6(A)(ii)),1152,11
2018,Wisconsin,660,660,Forest management (6(A)(iv)),299,12
2018,Wisconsin,666,666,Forest management (6(A)(iv)),4811,81
2018,Wisconsin,AGLAND,AGLAND,2014 Other Practices,2513709,1060
2018,Wisconsin,CROP,CROP,Cropland,8964520,1821
2018,Wisconsin,E314133Z,314,Land Management (6(A)(ii)),2842,49
2018,Wisconsin,E314134Z,314,Land Management (6(A)(ii)),,
2018,Wisconsin,E315132Z,315,Land Management (6(A)(ii)),,
2018,Wisconsin,E315133Z,315,Land Management (6(A)(ii)),,
2018,Wisconsin,E315134Z,315,Land Management (6(A)(ii)),1925,7
2018,Wisconsin,E327136Z1,327,Vegetative (6(A)(iii),22050,70
2018,Wisconsin,E327136Z2,327,Vegetative (6(A)(iii),1229450,150
2018,Wisconsin,E327137Z,327,Vegetative (6(A)(iii),2688,17
2018,Wisconsin,E327139Z,327,Vegetative (6(A)(iii),962,4
2018,Wisconsin,E328101I,328,Vegetative (6(A)(iii),,
2018,Wisconsin,E328101R,328,Vegetative (6(A)(iii),,
2018,Wisconsin,E328101Z,328,Vegetative (6(A)(iii),,
2018,Wisconsin,E328106I,328,Vegetative (6(A)(iii),389,4
2018,Wisconsin,E328106R,328,Vegetative (6(A)(iii),31979,10
2018,Wisconsin,E328106Z2,328,Vegetative (6(A)(iii),,
2018,Wisconsin,E328136Z,328,Vegetative (6(A)(iii),64509,158
2018,Wisconsin,E328137Z,328,Vegetative (6(A)(iii),12996,28
2018,Wisconsin,E329101Z,329,Soil remediation (6(A)(vi),12148,18
2018,Wisconsin,E329106Z,329,Soil remediation (6(A)(vi),14587,38
2018,Wisconsin,E334107Z,334,Other (6(A)(vii)),,
2018,Wisconsin,E340101Z,340,Vegetative (6(A)(iii),27168,24
2018,Wisconsin,E340106Z1,340,Vegetative (6(A)(iii),6865,5
2018,Wisconsin,E340106Z2,340,Vegetative (6(A)(iii),10698,8
2018,Wisconsin,E340107Z,340,Vegetative (6(A)(iii),48679,56
2018,Wisconsin,E340118Z,340,Vegetative (6(A)(iii),31749,27
2018,Wisconsin,E340119Z,340,Vegetative (6(A)(iii),22407,16
2018,Wisconsin,E340134Z,340,Vegetative (6(A)(iii),39761,32
2018,Wisconsin,E345101Z,345,Soil remediation (6(A)(vi),,
2018,Wisconsin,E345106Z,345,Soil remediation (6(A)(vi),,
2018,Wisconsin,E376128Z,376,Land Management (6(A)(ii)),,
2018,Wisconsin,E382136Z,382,Land Management (6(A)(ii)),,
2018,Wisconsin,E386101Z,386,Vegetative (6(A)(iii),12187,12
2018,Wisconsin,E386136Z,386,Vegetative (6(A)(iii),,
2018,Wisconsin,E386137Z,386,Vegetative (6(A)(iii),,
2018,Wisconsin,E390126Z,390,Vegetative (6(A)(iii),,
2018,Wisconsin,E393118Z,393,Vegetative (6(A)(iii),9662,7
2018,Wisconsin,E449114Z7,449,Structural (6(A)(i)),,
2018,Wisconsin,E449114Z8,449,Structural (6(A)(i)),,
2018,Wisconsin,E511137Z1,511,Forest management (6(A)(iv)),2179,21
2018,Wisconsin,E512101Z1,512,Vegetative (6(A)(iii),746,8
2018,Wisconsin,E512101Z2,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512106Z2,512,Vegetative (6(A)(iii),705,10
2018,Wisconsin,E512132Z1,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512132Z2,512,Vegetative (6(A)(iii),1792,7
2018,Wisconsin,E512133Z1,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512133Z2,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512136Z1,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512139Z2,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E512139Z3,512,Vegetative (6(A)(iii),,
2018,Wisconsin,E528107Z1,528,Land Management (6(A)(ii)),1525,4
2018,Wisconsin,E528119Z,528,Land Management (6(A)(ii)),13,5
2018,Wisconsin,E528132Z1,528,Land Management (6(A)(ii)),5193,17
2018,Wisconsin,E528133Z1,528,Land Management (6(A)(ii)),886,4
2018,Wisconsin,E528133Z2,528,Land Management (6(A)(ii)),1390,14
2018,Wisconsin,E578139X,578,Structural (6(A)(i)),,
2018,Wisconsin,E590118X,590,Structural (6(A)(i)),83539,8
2018,Wisconsin,E590118Z,590,Structural (6(A)(i)),164492,83
2018,Wisconsin,E590119Z,590,Structural (6(A)(i)),22436,11
2018,Wisconsin,E595116X,595,Other (6(A)(vii)),78694,12
2018,Wisconsin,E612130Z,612,Forest management (6(A)(iv)),,
2018,Wisconsin,E612132Z,612,Forest management (6(A)(iv)),,
2018,Wisconsin,E612133X1,612,Forest management (6(A)(iv)),365,10
2018,Wisconsin,E612133X2,612,Forest management (6(A)(iv)),,
2018,Wisconsin,E612133X3,612,Forest management (6(A)(iv)),,
2018,Wisconsin,E612136Z,612,Forest management (6(A)(iv)),93780,88
2018,Wisconsin,E612137Z,612,Forest management (6(A)(iv)),42171,30
2018,Wisconsin,E646137X,646,Land Management (6(A)(ii)),,
2018,Wisconsin,E647137Z2,647,Land Management (6(A)(ii)),,
2018,Wisconsin,E666107Z,666,Forest management (6(A)(iv)),,
2018,Wisconsin,E666132Z1,666,Forest management (6(A)(iv)),72973,35
2018,Wisconsin,E666132Z2,666,Forest management (6(A)(iv)),,
2018,Wisconsin,E666133X,666,Forest management (6(A)(iv)),110433,8
2018,Wisconsin,E666133Z1,666,Forest management (6(A)(iv)),39126,35
2018,Wisconsin,E666135Z2,666,Forest management (6(A)(iv)),,
2018,Wisconsin,E666136Z3,666,Forest management (6(A)(iv)),4926,6
2018,Wisconsin,E666137Z1,666,Forest management (6(A)(iv)),41368,141
2018,Wisconsin,E666137Z2,666,Forest management (6(A)(iv)),10356,6
2018,Wisconsin,E666137Z3,666,Forest management (6(A)(iv)),3437,4
2018,Wisconsin,E666137Z6,666,Forest management (6(A)(iv)),,
2018,Wisconsin,E666137Z7,666,Forest management (6(A)(iv)),,
2018,Wisconsin,FARM,FARM,2014 Other Practices,2280908,1134
2018,Wisconsin,MINPAY,MINPAY,2014 Other Practices,4717,34
2018,Wisconsin,NIPF,NIPF,NIPF,4291870,1672
2018,Wisconsin,PAST,PAST,Pastureland,1425502,542
2018,Wyoming,590,590,Structural (6(A)(i)),,
2018,Wyoming,CROP,CROP,Cropland,157751,25
2018,Wyoming,E315132Z,315,Land Management (6(A)(ii)),,
2018,Wyoming,E315134Z,315,Land Management (6(A)(ii)),105384,13
2018,Wyoming,E327136Z1,327,Vegetative (6(A)(iii),6826,5
2018,Wyoming,E328106I,328,Vegetative (6(A)(iii),15396,4
2018,Wyoming,E340106Z2,340,Vegetative (6(A)(iii),11225,4
2018,Wyoming,E345102Z,345,Soil remediation (6(A)(vi),,
2018,Wyoming,E382136Z,382,Land Management (6(A)(ii)),,
2018,Wyoming,E449114Z2,449,Structural (6(A)(i)),,
2018,Wyoming,E449114Z7,449,Structural (6(A)(i)),43398,7
2018,Wyoming,E449114Z8,449,Structural (6(A)(i)),,
2018,Wyoming,E528140Z1,528,Land Management (6(A)(ii)),333028,21
2018,Wyoming,E590118Z,590,Structural (6(A)(i)),,
2018,Wyoming,E590119Z,590,Structural (6(A)(i)),,
2018,Wyoming,E612137Z,612,Forest management (6(A)(iv)),,
2018,Wyoming,E645137Z,645,Land Management (6(A)(ii)),,
2018,Wyoming,FARM,FARM,2014 Other Practices,29818,20
2018,Wyoming,PAST,PAST,Pastureland,,
2018,Wyoming,RANGE,RANGE,Rangeland,332557,35
2019,Alabama,314,314,Land Management (6(A)(ii)),,
2019,Alabama,338,338,Land Management (6(A)(ii)),834,5
2019,Alabama,394,394,Land Management (6(A)(ii)),,
2019,Alabama,647,647,Land Management (6(A)(ii)),19,9
2019,Alabama,AGLAND,AGLAND,2014 Other Practices,19275,10
2019,Alabama,CROP,CROP,Cropland,631785,132
2019,Alabama,E314133Z,314,Land Management (6(A)(ii)),,
2019,Alabama,E314134Z,314,Land Management (6(A)(ii)),363,4
2019,Alabama,E315132Z,315,Land Management (6(A)(ii)),77954,18
2019,Alabama,E315133Z,315,Land Management (6(A)(ii)),4504,11
2019,Alabama,E315134Z,315,Land Management (6(A)(ii)),274,12
2019,Alabama,E327136Z1,327,Vegetative (6(A)(iii),16810,37
2019,Alabama,E327137Z,327,Vegetative (6(A)(iii),11754,12
2019,Alabama,E327139Z,327,Vegetative (6(A)(iii),7792,6
2019,Alabama,E329101Z,329,Soil remediation (6(A)(vi),4605,4
2019,Alabama,E338136Z,338,Land Management (6(A)(ii)),23187,6
2019,Alabama,E338137Z1,338,Land Management (6(A)(ii)),224123,30
2019,Alabama,E338137Z2,338,Land Management (6(A)(ii)),517887,126
2019,Alabama,E340101Z,340,Vegetative (6(A)(iii),41052,16
2019,Alabama,E340106Z1,340,Vegetative (6(A)(iii),33599,9
2019,Alabama,E340106Z2,340,Vegetative (6(A)(iii),,
2019,Alabama,E340107Z,340,Vegetative (6(A)(iii),9635,5
2019,Alabama,E340134Z,340,Vegetative (6(A)(iii),,
2019,Alabama,E386101Z,386,Vegetative (6(A)(iii),,
2019,Alabama,E391127Z,391,Forest management (6(A)(iv)),,
2019,Alabama,E391136Z,391,Forest management (6(A)(iv)),130558,10
2019,Alabama,E472118Z,472,Land Management (6(A)(ii)),,
2019,Alabama,E472122Z,472,Land Management (6(A)(ii)),,
2019,Alabama,E511137Z1,511,Forest management (6(A)(iv)),,
2019,Alabama,E512106Z2,512,Vegetative (6(A)(iii),,
2019,Alabama,E512132Z2,512,Vegetative (6(A)(iii),,
2019,Alabama,E512133Z1,512,Vegetative (6(A)(iii),39159,5
2019,Alabama,E512136Z1,512,Vegetative (6(A)(iii),,
2019,Alabama,E512136Z2,512,Vegetative (6(A)(iii),,
2019,Alabama,E512140Z,512,Vegetative (6(A)(iii),,
2019,Alabama,E528107Z1,528,Land Management (6(A)(ii)),79255,102
2019,Alabama,E528132Z1,528,Land Management (6(A)(ii)),31844,12
2019,Alabama,E528133Z1,528,Land Management (6(A)(ii)),,
2019,Alabama,E528140Z2,528,Land Management (6(A)(ii)),,
2019,Alabama,E590118X,590,Structural (6(A)(i)),64629,14
2019,Alabama,E590119X,590,Structural (6(A)(i)),27196,4
2019,Alabama,E590130Z,590,Structural (6(A)(i)),,
2019,Alabama,E595116X,595,Other (6(A)(vii)),30802,4
2019,Alabama,E595116Z,595,Other (6(A)(vii)),29217,8
2019,Alabama,E595129Z,595,Other (6(A)(vii)),10512,4
2019,Alabama,E595136X,595,Other (6(A)(vii)),,
2019,Alabama,E612130Z,612,Forest management (6(A)(iv)),571177,20
2019,Alabama,E612132Z,612,Forest management (6(A)(iv)),,
2019,Alabama,E612136Z,612,Forest management (6(A)(iv)),,
2019,Alabama,E612137Z,612,Forest management (6(A)(iv)),,
2019,Alabama,E666118Z,666,Forest management (6(A)(iv)),1003,4
2019,Alabama,E666130Z,666,Forest management (6(A)(iv)),,
2019,Alabama,E666132Z1,666,Forest management (6(A)(iv)),7186,8
2019,Alabama,E666132Z2,666,Forest management (6(A)(iv)),147161,13
2019,Alabama,E666133X,666,Forest management (6(A)(iv)),,
2019,Alabama,E666135Z1,666,Forest management (6(A)(iv)),,
2019,Alabama,E666135Z2,666,Forest management (6(A)(iv)),23210,15
2019,Alabama,E666136Z2,666,Forest management (6(A)(iv)),17456,5
2019,Alabama,E666136Z3,666,Forest management (6(A)(iv)),13707,4
2019,Alabama,E666137Z1,666,Forest management (6(A)(iv)),83177,79
2019,Alabama,E666137Z2,666,Forest management (6(A)(iv)),10718,5
2019,Alabama,E666137Z7,666,Forest management (6(A)(iv)),,
2019,Alabama,FARM,FARM,2014 Other Practices,10525,5
2019,Alabama,MINPAY,MINPAY,2014 Other Practices,3223,15
2019,Alabama,NIPF,NIPF,NIPF,644645,317
2019,Alabama,PAST,PAST,Pastureland,636510,218
2019,Arizona,315,315,Land Management (6(A)(ii)),1328,5
2019,Arizona,340,340,Vegetative (6(A)(iii),15777,5
2019,Arizona,382,382,Land Management (6(A)(ii)),,
2019,Arizona,449,449,Structural (6(A)(i)),,
2019,Arizona,528,528,Land Management (6(A)(ii)),73179,30
2019,Arizona,645,645,Land Management (6(A)(ii)),44595,25
2019,Arizona,AGLAND,AGLAND,2014 Other Practices,5430,5
2019,Arizona,B000GRZ5,0,Bundles,,
2019,Arizona,CROP,CROP,Cropland,54725,10
2019,Arizona,E315134Z,315,Land Management (6(A)(ii)),106069,5
2019,Arizona,E340134Z,340,Vegetative (6(A)(iii),5566,5
2019,Arizona,E382136Z,382,Land Management (6(A)(ii)),,
2019,Arizona,E449114Z5,449,Structural (6(A)(i)),,
2019,Arizona,E528132Z3,528,Land Management (6(A)(ii)),,
2019,Arizona,E528136Z1,528,Land Management (6(A)(ii)),,
2019,Arizona,E590118Z,590,Structural (6(A)(i)),22532,5
2019,Arizona,RANGE,RANGE,Rangeland,854284,20
2019,Arkansas,314,314,Land Management (6(A)(ii)),,
2019,Arkansas,315,315,Land Management (6(A)(ii)),,
2019,Arkansas,327,327,Vegetative (6(A)(iii),,
2019,Arkansas,328,328,Vegetative (6(A)(iii),14770,36
2019,Arkansas,329,329,Soil remediation (6(A)(vi),,
2019,Arkansas,338,338,Land Management (6(A)(ii)),,
2019,Arkansas,340,340,Vegetative (6(A)(iii),13883,26
2019,Arkansas,342,342,Vegetative (6(A)(iii),,
2019,Arkansas,345,345,Soil remediation (6(A)(vi),,
2019,Arkansas,378,378,Structural (6(A)(i)),,
2019,Arkansas,393,393,Vegetative (6(A)(iii),,
2019,Arkansas,394,394,Land Management (6(A)(ii)),1250,4
2019,Arkansas,443,443,Structural (6(A)(i)),,
2019,Arkansas,449,449,Structural (6(A)(i)),38236,51
2019,Arkansas,516,516,Structural (6(A)(i)),,
2019,Arkansas,528,528,Land Management (6(A)(ii)),,
2019,Arkansas,561,561,Land Management (6(A)(ii)),,
2019,Arkansas,590,590,Structural (6(A)(i)),22211,15
2019,Arkansas,595,595,Other (6(A)(vii)),21447,8
2019,Arkansas,614,614,Structural (6(A)(i)),,
2019,Arkansas,645,645,Land Management (6(A)(ii)),1109,4
2019,Arkansas,646,646,Land Management (6(A)(ii)),,
2019,Arkansas,647,647,Land Management (6(A)(ii)),,
2019,Arkansas,649,649,Structural (6(A)(i)),,
2019,Arkansas,666,666,Forest management (6(A)(iv)),718,5
2019,Arkansas,AGLAND,AGLAND,2014 Other Practices,71341,35
2019,Arkansas,CROP,CROP,Cropland,4815793,554
2019,Arkansas,E314133Z,314,Land Management (6(A)(ii)),,
2019,Arkansas,E314134Z,314,Land Management (6(A)(ii)),1342,5
2019,Arkansas,E315132Z,315,Land Management (6(A)(ii)),20846,16
2019,Arkansas,E315134Z,315,Land Management (6(A)(ii)),17158,10
2019,Arkansas,E327136Z1,327,Vegetative (6(A)(iii),2809,8
2019,Arkansas,E327136Z2,327,Vegetative (6(A)(iii),301600,11
2019,Arkansas,E327137Z,327,Vegetative (6(A)(iii),3352,7
2019,Arkansas,E327139Z,327,Vegetative (6(A)(iii),15599,6
2019,Arkansas,E328101R,328,Vegetative (6(A)(iii),99444,20
2019,Arkansas,E328106R,328,Vegetative (6(A)(iii),,
2019,Arkansas,E328107R,328,Vegetative (6(A)(iii),118872,36
2019,Arkansas,E328134I,328,Vegetative (6(A)(iii),126217,42
2019,Arkansas,E328134R,328,Vegetative (6(A)(iii),115916,16
2019,Arkansas,E328136Z,328,Vegetative (6(A)(iii),78451,146
2019,Arkansas,E328137Z,328,Vegetative (6(A)(iii),7940,24
2019,Arkansas,E329114Z,329,Soil remediation (6(A)(vi),1494,4
2019,Arkansas,E329115Z,329,Soil remediation (6(A)(vi),,
