Pay_year,state_code,State,practice_code,payments,StatutoryCategory
2021,27,Minnesota,340,69725,Vegetative (6(A)(iii))
2021,27,Minnesota,342,37,Vegetative (6(A)(iii))
2021,27,Minnesota,393,1100,Vegetative (6(A)(iii))
2021,27,Minnesota,412,600,Vegetative (6(A)(iii))
2021,27,Minnesota,449,558,Structural (6(A)(i))
2021,27,Minnesota,472,48,Land Management (6(A)(ii))
2021,27,Minnesota,511,867,Forest management (6(A)(iv))
2021,27,Minnesota,512,1135,Vegetative (6(A)(iii))
2021,27,Minnesota,528,6397,Land Management (6(A)(ii))
2021,27,Minnesota,590,162572,Land Management (6(A)(ii))
2021,27,Minnesota,595,537596,Other (6(A)(vii))
2021,27,Minnesota,612,114,Forest management (6(A)(iv))
2021,27,Minnesota,645,57,Land Management (6(A)(ii))
2021,27,Minnesota,647,50,Land Management (6(A)(ii))
2021,27,Minnesota,655,4050,Forest management (6(A)(iv))
2021,27,Minnesota,666,280,Forest management (6(A)(iv))
2021,27,Minnesota,AGLAND,341831,2014 Other Practices
2021,27,Minnesota,CROP,29462499,Cropland
2021,27,Minnesota,E327,10940,Vegetative (6(A)(iii))
2021,27,Minnesota,E327,1475880,Vegetative (6(A)(iii))
2021,27,Minnesota,E327,617,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,784,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,15153,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,104,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,82,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,2216,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,70,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,635,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,1356,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,60501,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,1270,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,120,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,5302,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,90689,Vegetative (6(A)(iii))
2021,27,Minnesota,E328,10246,Vegetative (6(A)(iii))
2021,27,Minnesota,E329,7394,Soil remediation (6(A)(vi))
2021,27,Minnesota,E329,4482,Soil remediation (6(A)(vi))
2021,27,Minnesota,E329,10183,Soil remediation (6(A)(vi))
2021,27,Minnesota,E329,5,Soil remediation (6(A)(vi))
2021,27,Minnesota,E329,1716,Soil remediation (6(A)(vi))
2021,27,Minnesota,E340,9902,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,5304,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,38716,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,24025,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,899,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,14316,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,35755,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,10909,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,2247,Vegetative (6(A)(iii))
2021,27,Minnesota,E340,70724,Vegetative (6(A)(iii))
2021,27,Minnesota,E345,40370,Soil remediation (6(A)(vi))
2021,27,Minnesota,E345,64309,Soil remediation (6(A)(vi))
2021,27,Minnesota,E345,542,Soil remediation (6(A)(vi))
2021,27,Minnesota,E382,2715,Land Management (6(A)(ii))
2021,27,Minnesota,E393,374,Vegetative (6(A)(iii))
2021,27,Minnesota,E449,1716,Structural (6(A)(i))
2021,27,Minnesota,E472,1645,Land Management (6(A)(ii))
2021,27,Minnesota,E511,148545,Forest management (6(A)(iv))
2021,27,Minnesota,E511,3165,Forest management (6(A)(iv))
2021,27,Minnesota,E511,2429,Forest management (6(A)(iv))
2021,27,Minnesota,E511,938,Forest management (6(A)(iv))
2021,27,Minnesota,E512,423,Vegetative (6(A)(iii))
2021,27,Minnesota,E512,833,Vegetative (6(A)(iii))
2021,27,Minnesota,E512,6450,Vegetative (6(A)(iii))
2021,27,Minnesota,E512,116,Vegetative (6(A)(iii))
2021,27,Minnesota,E512,49211,Vegetative (6(A)(iii))
2021,27,Minnesota,E528,1530,Land Management (6(A)(ii))
2021,27,Minnesota,E528,2370,Land Management (6(A)(ii))
2021,27,Minnesota,E528,8197,Land Management (6(A)(ii))
2021,27,Minnesota,E528,7201,Land Management (6(A)(ii))
2021,27,Minnesota,E528,522,Land Management (6(A)(ii))
2021,27,Minnesota,E528,1055,Land Management (6(A)(ii))
2021,27,Minnesota,E528,5056,Land Management (6(A)(ii))
2021,27,Minnesota,E528,5804,Land Management (6(A)(ii))
2021,27,Minnesota,E528,1746,Land Management (6(A)(ii))
2021,27,Minnesota,E528,174,Land Management (6(A)(ii))
2021,27,Minnesota,E528,1287,Land Management (6(A)(ii))
2021,27,Minnesota,E528,1108,Land Management (6(A)(ii))
2021,27,Minnesota,E590,1793197,Land Management (6(A)(ii))
2021,27,Minnesota,E590,666615,Land Management (6(A)(ii))
2021,27,Minnesota,E590,7956,Land Management (6(A)(ii))
2021,27,Minnesota,E590,342925,Land Management (6(A)(ii))
2021,27,Minnesota,E595,2971966,Other (6(A)(vii))
2021,27,Minnesota,E595,1031191,Other (6(A)(vii))
2021,27,Minnesota,E595,699,Other (6(A)(vii))
2021,27,Minnesota,E595,220912,Other (6(A)(vii))
2021,27,Minnesota,E612,20832,Forest management (6(A)(iv))
2021,27,Minnesota,E612,141,Forest management (6(A)(iv))
2021,27,Minnesota,E612,7771,Forest management (6(A)(iv))
2021,27,Minnesota,E612,10102,Forest management (6(A)(iv))
2021,27,Minnesota,E612,28350,Forest management (6(A)(iv))
2021,27,Minnesota,E666,5347,Forest management (6(A)(iv))
2021,27,Minnesota,E666,10103,Forest management (6(A)(iv))
2021,27,Minnesota,E666,512,Forest management (6(A)(iv))
2021,27,Minnesota,E666,495,Forest management (6(A)(iv))
2021,27,Minnesota,E666,1864,Forest management (6(A)(iv))
2021,27,Minnesota,E666,661,Forest management (6(A)(iv))
2021,27,Minnesota,E666,275,Forest management (6(A)(iv))
2021,27,Minnesota,E666,323,Forest management (6(A)(iv))
2021,27,Minnesota,E666,12240,Forest management (6(A)(iv))
2021,27,Minnesota,E666,2474,Forest management (6(A)(iv))
2021,27,Minnesota,FARM,627332,2014 Other Practices
2021,27,Minnesota,MINPAY,157163,2014 Other Practices
2021,27,Minnesota,NIPF,455358,NIPF
2021,27,Minnesota,PAST,1370864,Pastureland
2021,27,Minnesota,PCROP,208657,Pastured Cropland
2021,27,Minnesota,RCCR,51553,2014 Other Practices
2021,27,Minnesota,RCCR98,9856,2014 Other Practices
2021,28,Mississippi,314,1065,Land Management (6(A)(ii))
2021,28,Mississippi,315,11191,Land Management (6(A)(ii))
2021,28,Mississippi,328,2244,Vegetative (6(A)(iii))
2021,28,Mississippi,338,1127,Land Management (6(A)(ii))
2021,28,Mississippi,340,551,Vegetative (6(A)(iii))
2021,28,Mississippi,345,35,Soil remediation (6(A)(vi))
2021,28,Mississippi,394,1365,Land Management (6(A)(ii))
2021,28,Mississippi,511,224,Forest management (6(A)(iv))
2021,28,Mississippi,512,1172,Vegetative (6(A)(iii))
2021,28,Mississippi,528,10392,Land Management (6(A)(ii))
2021,28,Mississippi,590,668,Land Management (6(A)(ii))
2021,28,Mississippi,595,22775,Other (6(A)(vii))
2021,28,Mississippi,647,20,Land Management (6(A)(ii))
2021,28,Mississippi,666,191,Forest management (6(A)(iv))
2021,28,Mississippi,AGLAND,820419,2014 Other Practices
2021,28,Mississippi,B000,4919,Bundles
2021,28,Mississippi,B000,2373,Bundles
2021,28,Mississippi,B000,339154,Bundles
2021,28,Mississippi,B000,838627,Bundles
2021,28,Mississippi,B000,122058,Bundles
2021,28,Mississippi,B000,24122,Bundles
2021,28,Mississippi,B000,15161,Bundles
2021,28,Mississippi,B000,182,Bundles
2021,28,Mississippi,CROP,13734839,Cropland
2021,28,Mississippi,E314,2178,Land Management (6(A)(ii))
2021,28,Mississippi,E315,167043,Land Management (6(A)(ii))
2021,28,Mississippi,E315,2381,Land Management (6(A)(ii))
2021,28,Mississippi,E315,17192,Land Management (6(A)(ii))
2021,28,Mississippi,E327,5548,Vegetative (6(A)(iii))
2021,28,Mississippi,E327,528546,Vegetative (6(A)(iii))
2021,28,Mississippi,E327,31,Vegetative (6(A)(iii))
2021,28,Mississippi,E327,8093,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,1576,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,1215,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,5907,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,8010,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,18964,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,893,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,190,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,4660,Vegetative (6(A)(iii))
2021,28,Mississippi,E328,5772,Vegetative (6(A)(iii))
2021,28,Mississippi,E329,1188,Soil remediation (6(A)(vi))
2021,28,Mississippi,E329,6298,Soil remediation (6(A)(vi))
2021,28,Mississippi,E329,317,Soil remediation (6(A)(vi))
2021,28,Mississippi,E329,1060,Soil remediation (6(A)(vi))
2021,28,Mississippi,E329,223,Soil remediation (6(A)(vi))
2021,28,Mississippi,E338,124249,Land Management (6(A)(ii))
2021,28,Mississippi,E338,107217,Land Management (6(A)(ii))
2021,28,Mississippi,E340,37030,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,1014,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,13425,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,46041,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,3519,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,1128,Vegetative (6(A)(iii))
2021,28,Mississippi,E340,28375,Vegetative (6(A)(iii))
2021,28,Mississippi,E345,211535,Soil remediation (6(A)(vi))
2021,28,Mississippi,E345,1455949,Soil remediation (6(A)(vi))
2021,28,Mississippi,E345,12626,Soil remediation (6(A)(vi))
2021,28,Mississippi,E345,12029,Soil remediation (6(A)(vi))
2021,28,Mississippi,E345,9491,Soil remediation (6(A)(vi))
2021,28,Mississippi,E345,12505,Soil remediation (6(A)(vi))
2021,28,Mississippi,E376,1471,Land Management (6(A)(ii))
2021,28,Mississippi,E382,15,Land Management (6(A)(ii))
2021,28,Mississippi,E386,5977,Vegetative (6(A)(iii))
2021,28,Mississippi,E386,2365,Vegetative (6(A)(iii))
2021,28,Mississippi,E391,5569,Forest management (6(A)(iv))
2021,28,Mississippi,E391,29790,Forest management (6(A)(iv))
2021,28,Mississippi,E391,53504,Forest management (6(A)(iv))
2021,28,Mississippi,E449,154713,Structural (6(A)(i))
2021,28,Mississippi,E449,33472,Structural (6(A)(i))
2021,28,Mississippi,E449,85309,Structural (6(A)(i))
2021,28,Mississippi,E449,1818,Structural (6(A)(i))
2021,28,Mississippi,E472,3412,Land Management (6(A)(ii))
2021,28,Mississippi,E511,3855,Forest management (6(A)(iv))
2021,28,Mississippi,E511,1076,Forest management (6(A)(iv))
2021,28,Mississippi,E511,1749,Forest management (6(A)(iv))
2021,28,Mississippi,E512,10797,Vegetative (6(A)(iii))
2021,28,Mississippi,E512,6615,Vegetative (6(A)(iii))
2021,28,Mississippi,E512,1040,Vegetative (6(A)(iii))
2021,28,Mississippi,E512,218,Vegetative (6(A)(iii))
2021,28,Mississippi,E528,1021,Land Management (6(A)(ii))
2021,28,Mississippi,E528,5873,Land Management (6(A)(ii))
2021,28,Mississippi,E528,1327,Land Management (6(A)(ii))
2021,28,Mississippi,E528,4314,Land Management (6(A)(ii))
2021,28,Mississippi,E528,410109,Land Management (6(A)(ii))
2021,28,Mississippi,E528,9854,Land Management (6(A)(ii))
2021,28,Mississippi,E528,15691,Land Management (6(A)(ii))
2021,28,Mississippi,E528,7,Land Management (6(A)(ii))
2021,28,Mississippi,E528,129,Land Management (6(A)(ii))
2021,28,Mississippi,E528,380,Land Management (6(A)(ii))
2021,28,Mississippi,E528,7601,Land Management (6(A)(ii))
2021,28,Mississippi,E554,1219,Land Management (6(A)(ii))
2021,28,Mississippi,E590,7281493,Land Management (6(A)(ii))
2021,28,Mississippi,E590,1338549,Land Management (6(A)(ii))
2021,28,Mississippi,E590,5644,Land Management (6(A)(ii))
2021,28,Mississippi,E590,402942,Land Management (6(A)(ii))
2021,28,Mississippi,E590,182773,Land Management (6(A)(ii))
2021,28,Mississippi,E595,8494819,Other (6(A)(vii))
2021,28,Mississippi,E595,87937,Other (6(A)(vii))
2021,28,Mississippi,E595,761005,Other (6(A)(vii))
2021,28,Mississippi,E612,20474,Forest management (6(A)(iv))
2021,28,Mississippi,E646,63648,Land Management (6(A)(ii))
2021,28,Mississippi,E646,5685,Land Management (6(A)(ii))
2021,28,Mississippi,E646,4673,Land Management (6(A)(ii))
2021,28,Mississippi,E646,1389,Land Management (6(A)(ii))
2021,28,Mississippi,E646,17433,Land Management (6(A)(ii))
2021,28,Mississippi,E666,75,Forest management (6(A)(iv))
2021,28,Mississippi,E666,18136,Forest management (6(A)(iv))
2021,28,Mississippi,E666,189391,Forest management (6(A)(iv))
2021,28,Mississippi,E666,6446,Forest management (6(A)(iv))
2021,28,Mississippi,E666,3803,Forest management (6(A)(iv))
2021,28,Mississippi,E666,1994,Forest management (6(A)(iv))
2021,28,Mississippi,E666,15694,Forest management (6(A)(iv))
2021,28,Mississippi,E666,8159,Forest management (6(A)(iv))
2021,28,Mississippi,E666,38389,Forest management (6(A)(iv))
2021,28,Mississippi,E666,18387,Forest management (6(A)(iv))
2021,28,Mississippi,E666,7883,Forest management (6(A)(iv))
2021,28,Mississippi,E666,4649,Forest management (6(A)(iv))
2021,28,Mississippi,E666,2165,Forest management (6(A)(iv))
2021,28,Mississippi,E666,15731,Forest management (6(A)(iv))
2021,28,Mississippi,E666,6645,Forest management (6(A)(iv))
2021,28,Mississippi,E666,401651,Forest management (6(A)(iv))
2021,28,Mississippi,E666,492689,Forest management (6(A)(iv))
2021,28,Mississippi,EUP,56347,Other (6(A)(vii))
2021,28,Mississippi,FARM,690171,2014 Other Practices
2021,28,Mississippi,MINPAY,23467,2014 Other Practices
2021,28,Mississippi,NIPF,863527,NIPF
2021,28,Mississippi,PAST,914099,Pastureland
2021,28,Mississippi,PCROP,43527,Pastured Cropland
2021,29,Missouri,314,5808,Land Management (6(A)(ii))
2021,29,Missouri,315,22387,Land Management (6(A)(ii))
2021,29,Missouri,327,519,Vegetative (6(A)(iii))
2021,29,Missouri,328,1964,Vegetative (6(A)(iii))
2021,29,Missouri,329,1427,Soil remediation (6(A)(vi))
2021,29,Missouri,338,686,Land Management (6(A)(ii))
2021,29,Missouri,340,11294,Vegetative (6(A)(iii))
2021,29,Missouri,342,133,Vegetative (6(A)(iii))
2021,29,Missouri,345,3562,Soil remediation (6(A)(vi))
2021,29,Missouri,386,272,Vegetative (6(A)(iii))
2021,29,Missouri,394,72,Land Management (6(A)(ii))
2021,29,Missouri,449,605,Structural (6(A)(i))
2021,29,Missouri,472,41,Land Management (6(A)(ii))
2021,29,Missouri,512,36236,Vegetative (6(A)(iii))
2021,29,Missouri,528,3861,Land Management (6(A)(ii))
2021,29,Missouri,561,64,Land Management (6(A)(ii))
2021,29,Missouri,590,2029,Land Management (6(A)(ii))
2021,29,Missouri,595,2219,Other (6(A)(vii))
2021,29,Missouri,612,583,Forest management (6(A)(iv))
2021,29,Missouri,614,121,Structural (6(A)(i))
2021,29,Missouri,647,27,Land Management (6(A)(ii))
2021,29,Missouri,655,19,Forest management (6(A)(iv))
2021,29,Missouri,666,472,Forest management (6(A)(iv))
2021,29,Missouri,AGLAND,991982,2014 Other Practices
2021,29,Missouri,CROP,6934754,Cropland
2021,29,Missouri,E314,2715,Land Management (6(A)(ii))
2021,29,Missouri,E315,50,Land Management (6(A)(ii))
2021,29,Missouri,E315,24,Land Management (6(A)(ii))
2021,29,Missouri,E327,12281,Vegetative (6(A)(iii))
2021,29,Missouri,E327,943128,Vegetative (6(A)(iii))
2021,29,Missouri,E327,683,Vegetative (6(A)(iii))
2021,29,Missouri,E327,813,Vegetative (6(A)(iii))
2021,29,Missouri,E328,7827,Vegetative (6(A)(iii))
2021,29,Missouri,E328,76,Vegetative (6(A)(iii))
2021,29,Missouri,E328,64905,Vegetative (6(A)(iii))
2021,29,Missouri,E328,5560,Vegetative (6(A)(iii))
2021,29,Missouri,E329,5411,Soil remediation (6(A)(vi))
2021,29,Missouri,E329,137,Soil remediation (6(A)(vi))
2021,29,Missouri,E338,7653,Land Management (6(A)(ii))
2021,29,Missouri,E340,46981,Vegetative (6(A)(iii))
2021,29,Missouri,E340,14960,Vegetative (6(A)(iii))
2021,29,Missouri,E340,6805,Vegetative (6(A)(iii))
2021,29,Missouri,E340,6,Vegetative (6(A)(iii))
2021,29,Missouri,E340,4745,Vegetative (6(A)(iii))
2021,29,Missouri,E340,2554,Vegetative (6(A)(iii))
2021,29,Missouri,E340,226520,Vegetative (6(A)(iii))
2021,29,Missouri,E340,70482,Vegetative (6(A)(iii))
2021,29,Missouri,E345,78,Soil remediation (6(A)(vi))
2021,29,Missouri,E345,252492,Soil remediation (6(A)(vi))
2021,29,Missouri,E345,107,Soil remediation (6(A)(vi))
2021,29,Missouri,E386,293,Vegetative (6(A)(iii))
2021,29,Missouri,E386,110,Vegetative (6(A)(iii))
2021,29,Missouri,E449,8434,Structural (6(A)(i))
2021,29,Missouri,E449,58668,Structural (6(A)(i))
2021,29,Missouri,E449,9232,Structural (6(A)(i))
2021,29,Missouri,E472,30336,Land Management (6(A)(ii))
2021,29,Missouri,E511,1675,Forest management (6(A)(iv))
2021,29,Missouri,E511,500,Forest management (6(A)(iv))
2021,29,Missouri,E512,2455,Vegetative (6(A)(iii))
2021,29,Missouri,E512,249,Vegetative (6(A)(iii))
2021,29,Missouri,E512,3502,Vegetative (6(A)(iii))
2021,29,Missouri,E512,6,Vegetative (6(A)(iii))
2021,29,Missouri,E528,8860,Land Management (6(A)(ii))
2021,29,Missouri,E528,1654,Land Management (6(A)(ii))
2021,29,Missouri,E528,17,Land Management (6(A)(ii))
2021,29,Missouri,E528,27320,Land Management (6(A)(ii))
2021,29,Missouri,E528,15732,Land Management (6(A)(ii))
2021,29,Missouri,E528,7505,Land Management (6(A)(ii))
2021,29,Missouri,E528,296,Land Management (6(A)(ii))
2021,29,Missouri,E590,27096,Land Management (6(A)(ii))
2021,29,Missouri,E590,227495,Land Management (6(A)(ii))
2021,29,Missouri,E590,5750,Land Management (6(A)(ii))
2021,29,Missouri,E595,357680,Other (6(A)(vii))
2021,29,Missouri,E595,203672,Other (6(A)(vii))
2021,29,Missouri,E595,284002,Other (6(A)(vii))
2021,29,Missouri,E612,92,Forest management (6(A)(iv))
2021,29,Missouri,E612,6150,Forest management (6(A)(iv))
2021,29,Missouri,E612,14943,Forest management (6(A)(iv))
2021,29,Missouri,E646,289867,Land Management (6(A)(ii))
2021,29,Missouri,E646,3303,Land Management (6(A)(ii))
2021,29,Missouri,E646,4608,Land Management (6(A)(ii))
2021,29,Missouri,E646,1096,Land Management (6(A)(ii))
2021,29,Missouri,E666,2466,Forest management (6(A)(iv))
2021,29,Missouri,E666,10652,Forest management (6(A)(iv))
2021,29,Missouri,E666,53912,Forest management (6(A)(iv))
2021,29,Missouri,E666,41926,Forest management (6(A)(iv))
2021,29,Missouri,E666,1467,Forest management (6(A)(iv))
2021,29,Missouri,E666,5197,Forest management (6(A)(iv))
2021,29,Missouri,E666,40500,Forest management (6(A)(iv))
2021,29,Missouri,E666,5492,Forest management (6(A)(iv))
2021,29,Missouri,E666,1011,Forest management (6(A)(iv))
2021,29,Missouri,E666,1538,Forest management (6(A)(iv))
2021,29,Missouri,FARM,679619,2014 Other Practices
2021,29,Missouri,MINPAY,166100,2014 Other Practices
2021,29,Missouri,NIPF,606934,NIPF
2021,29,Missouri,PAST,2537363,Pastureland
2021,29,Missouri,PCROP,285096,Pastured Cropland
2021,29,Missouri,RCCR,687,2014 Other Practices
2021,30,Montana,315,6178,Land Management (6(A)(ii))
2021,30,Montana,319,239,Structural (6(A)(i))
2021,30,Montana,327,2721,Vegetative (6(A)(iii))
2021,30,Montana,328,5106,Vegetative (6(A)(iii))
2021,30,Montana,329,144,Soil remediation (6(A)(vi))
2021,30,Montana,340,5342,Vegetative (6(A)(iii))
2021,30,Montana,342,200,Vegetative (6(A)(iii))
2021,30,Montana,380,187,Vegetative (6(A)(iii))
2021,30,Montana,382,3842,Land Management (6(A)(ii))
2021,30,Montana,384,329,Forest management (6(A)(iv))
2021,30,Montana,386,311,Vegetative (6(A)(iii))
2021,30,Montana,393,89,Vegetative (6(A)(iii))
2021,30,Montana,412,702,Vegetative (6(A)(iii))
2021,30,Montana,449,4433,Structural (6(A)(i))
2021,30,Montana,472,725,Land Management (6(A)(ii))
2021,30,Montana,511,3137,Forest management (6(A)(iv))
2021,30,Montana,512,1063,Vegetative (6(A)(iii))
2021,30,Montana,528,8995,Land Management (6(A)(ii))
2021,30,Montana,550,561,Vegetative (6(A)(iii))
2021,30,Montana,558,4178,Structural (6(A)(i))
2021,30,Montana,576,593,Structural (6(A)(i))
2021,30,Montana,590,21983,Land Management (6(A)(ii))
2021,30,Montana,595,7648,Other (6(A)(vii))
2021,30,Montana,610,1619,Soil remediation (6(A)(vi))
2021,30,Montana,612,1376,Forest management (6(A)(iv))
2021,30,Montana,614,284,Structural (6(A)(i))
2021,30,Montana,645,35263,Land Management (6(A)(ii))
2021,30,Montana,649,147,Structural (6(A)(i))
2021,30,Montana,660,94,Forest management (6(A)(iv))
2021,30,Montana,666,400,Forest management (6(A)(iv))
2021,30,Montana,AGLAND,40654,2014 Other Practices
2021,30,Montana,B000,13477,Bundles
2021,30,Montana,B000,16088,Bundles
2021,30,Montana,CROP,7889853,Cropland
2021,30,Montana,E314,1040,Land Management (6(A)(ii))
2021,30,Montana,E315,3921,Land Management (6(A)(ii))
2021,30,Montana,E315,22277,Land Management (6(A)(ii))
2021,30,Montana,E315,20106,Land Management (6(A)(ii))
2021,30,Montana,E327,26461,Vegetative (6(A)(iii))
2021,30,Montana,E327,2092,Vegetative (6(A)(iii))
2021,30,Montana,E327,41386,Vegetative (6(A)(iii))
2021,30,Montana,E327,3906,Vegetative (6(A)(iii))
2021,30,Montana,E328,828,Vegetative (6(A)(iii))
2021,30,Montana,E328,1253,Vegetative (6(A)(iii))
2021,30,Montana,E328,5473,Vegetative (6(A)(iii))
2021,30,Montana,E328,1356,Vegetative (6(A)(iii))
2021,30,Montana,E328,6402,Vegetative (6(A)(iii))
2021,30,Montana,E328,1533,Vegetative (6(A)(iii))
2021,30,Montana,E328,78599,Vegetative (6(A)(iii))
2021,30,Montana,E328,3424,Vegetative (6(A)(iii))
2021,30,Montana,E328,2368,Vegetative (6(A)(iii))
2021,30,Montana,E328,1315,Vegetative (6(A)(iii))
2021,30,Montana,E328,93663,Vegetative (6(A)(iii))
2021,30,Montana,E328,28746,Vegetative (6(A)(iii))
2021,30,Montana,E329,8297,Soil remediation (6(A)(vi))
2021,30,Montana,E340,1106,Vegetative (6(A)(iii))
2021,30,Montana,E340,1709,Vegetative (6(A)(iii))
2021,30,Montana,E340,1906,Vegetative (6(A)(iii))
2021,30,Montana,E340,18043,Vegetative (6(A)(iii))
2021,30,Montana,E340,18869,Vegetative (6(A)(iii))
2021,30,Montana,E340,4578,Vegetative (6(A)(iii))
2021,30,Montana,E340,30,Vegetative (6(A)(iii))
2021,30,Montana,E340,30,Vegetative (6(A)(iii))
2021,30,Montana,E340,1506,Vegetative (6(A)(iii))
2021,30,Montana,E345,8847,Soil remediation (6(A)(vi))
2021,30,Montana,E345,2331,Soil remediation (6(A)(vi))
2021,30,Montana,E345,337,Soil remediation (6(A)(vi))
2021,30,Montana,E382,6774,Land Management (6(A)(ii))
2021,30,Montana,E386,11484,Vegetative (6(A)(iii))
2021,30,Montana,E386,2047,Vegetative (6(A)(iii))
2021,30,Montana,E386,22395,Vegetative (6(A)(iii))
2021,30,Montana,E386,5739,Vegetative (6(A)(iii))
2021,30,Montana,E390,1137,Vegetative (6(A)(iii))
2021,30,Montana,E391,6495,Forest management (6(A)(iv))
2021,30,Montana,E393,21812,Vegetative (6(A)(iii))
2021,30,Montana,E393,1646,Vegetative (6(A)(iii))
2021,30,Montana,E449,20801,Structural (6(A)(i))
2021,30,Montana,E449,33170,Structural (6(A)(i))
2021,30,Montana,E449,4816,Structural (6(A)(i))
2021,30,Montana,E472,15222,Land Management (6(A)(ii))
2021,30,Montana,E472,2598,Land Management (6(A)(ii))
2021,30,Montana,E511,142918,Forest management (6(A)(iv))
2021,30,Montana,E511,62981,Forest management (6(A)(iv))
2021,30,Montana,E511,15100,Forest management (6(A)(iv))
2021,30,Montana,E511,27817,Forest management (6(A)(iv))
2021,30,Montana,E512,908,Vegetative (6(A)(iii))
2021,30,Montana,E512,306,Vegetative (6(A)(iii))
2021,30,Montana,E512,4227,Vegetative (6(A)(iii))
2021,30,Montana,E512,5231,Vegetative (6(A)(iii))
2021,30,Montana,E512,7433,Vegetative (6(A)(iii))
2021,30,Montana,E512,5559,Vegetative (6(A)(iii))
2021,30,Montana,E512,465,Vegetative (6(A)(iii))
2021,30,Montana,E528,2238,Land Management (6(A)(ii))
2021,30,Montana,E528,13647,Land Management (6(A)(ii))
2021,30,Montana,E528,244355,Land Management (6(A)(ii))
2021,30,Montana,E528,2374,Land Management (6(A)(ii))
2021,30,Montana,E528,2390,Land Management (6(A)(ii))
2021,30,Montana,E528,21304,Land Management (6(A)(ii))
2021,30,Montana,E528,70,Land Management (6(A)(ii))
2021,30,Montana,E528,374,Land Management (6(A)(ii))
2021,30,Montana,E528,928,Land Management (6(A)(ii))
2021,30,Montana,E528,2238,Land Management (6(A)(ii))
2021,30,Montana,E528,35875,Land Management (6(A)(ii))
2021,30,Montana,E528,5785,Land Management (6(A)(ii))
2021,30,Montana,E528,5055,Land Management (6(A)(ii))
2021,30,Montana,E528,62379,Land Management (6(A)(ii))
2021,30,Montana,E528,1123,Land Management (6(A)(ii))
2021,30,Montana,E528,3810,Land Management (6(A)(ii))
2021,30,Montana,E528,260487,Land Management (6(A)(ii))
2021,30,Montana,E550,1121,Vegetative (6(A)(iii))
2021,30,Montana,E550,8186,Vegetative (6(A)(iii))
2021,30,Montana,E590,79368,Land Management (6(A)(ii))
2021,30,Montana,E590,212666,Land Management (6(A)(ii))
2021,30,Montana,E590,108457,Land Management (6(A)(ii))
2021,30,Montana,E590,49431,Land Management (6(A)(ii))
2021,30,Montana,E595,344730,Other (6(A)(vii))
2021,30,Montana,E595,599658,Other (6(A)(vii))
2021,30,Montana,E595,138876,Other (6(A)(vii))
2021,30,Montana,E612,2007,Forest management (6(A)(iv))
2021,30,Montana,E612,516,Forest management (6(A)(iv))
2021,30,Montana,E612,3358,Forest management (6(A)(iv))
2021,30,Montana,E612,7850,Forest management (6(A)(iv))
2021,30,Montana,E612,3529,Forest management (6(A)(iv))
2021,30,Montana,E645,1052,Land Management (6(A)(ii))
2021,30,Montana,E666,9287,Forest management (6(A)(iv))
2021,30,Montana,E666,48,Forest management (6(A)(iv))
2021,30,Montana,E666,1424,Forest management (6(A)(iv))
2021,30,Montana,EUP,1549,Other (6(A)(vii))
2021,30,Montana,FARM,182664,2014 Other Practices
2021,30,Montana,MINPAY,888,2014 Other Practices
2021,30,Montana,NIPF,110790,NIPF
2021,30,Montana,PAST,1032726,Pastureland
2021,30,Montana,PCROP,121,Pastured Cropland
2021,30,Montana,RANGE,2584689,Rangeland
2021,30,Montana,RCCR,8582,2014 Other Practices
2021,30,Montana,RCCR98,928,2014 Other Practices
