Pay_year,State,full_practice_code,practice_code,category_name,payments,practice_instance_count
2015,South Carolina,533,533,Structural (6(A)(i)),,
2015,South Carolina,558,558,Structural (6(A)(i)),246765,13
2015,South Carolina,560,560,Land Management (6(A)(ii)),,
2015,South Carolina,561,561,Land Management (6(A)(ii)),1000563,124
2015,South Carolina,578,578,Structural (6(A)(i)),37819,4
2015,South Carolina,587,587,Structural (6(A)(i)),8862,5
2015,South Carolina,590,590,Land Management (6(A)(ii)),122297,29
2015,South Carolina,595,595,Other (6(A)(vii)),,
2015,South Carolina,600,600,Structural (6(A)(i)),,
2015,South Carolina,612,612,Forest management (6(A)(iv)),1139225,129
2015,South Carolina,614,614,Structural (6(A)(i)),75869,75
2015,South Carolina,620,620,Structural (6(A)(i)),30990,5
2015,South Carolina,634,634,Structural (6(A)(i)),,
2015,South Carolina,642,642,Structural (6(A)(i)),134294,34
2015,South Carolina,647,647,Land Management (6(A)(ii)),,
2015,South Carolina,649,649,Structural (6(A)(i)),6964,10
2015,South Carolina,655,655,Forest management (6(A)(iv)),38702,9
2015,South Carolina,666,666,Forest management (6(A)(iv)),87315,17
2015,South Carolina,670,670,Other (6(A)(vii)),113195,14
2015,South Carolina,672,672,Other (6(A)(vii)),217281,5
2015,South Carolina,798,798,Structural (6(A)(i)),284080,29
2015,South Dakota,128,128,other (6(B)(vi)),,
2015,South Dakota,313,313,Structural (6(A)(i)),1169187,12
2015,South Dakota,314,314,Land Management (6(A)(ii)),363020,29
2015,South Dakota,315,315,Land Management (6(A)(ii)),,
2015,South Dakota,316,316,Structural (6(A)(i)),,
2015,South Dakota,327,327,Vegetative (6(A)(iii),75462,17
2015,South Dakota,328,328,Vegetative (6(A)(iii),18880,40
2015,South Dakota,329,329,Soil remediation (6(A)(vi),,
2015,South Dakota,338,338,Land Management (6(A)(ii)),,
2015,South Dakota,340,340,Vegetative (6(A)(iii),173020,49
2015,South Dakota,342,342,Vegetative (6(A)(iii),7205,37
2015,South Dakota,351,351,Other (6(A)(vii)),,
2015,South Dakota,367,367,Structural (6(A)(i)),,
2015,South Dakota,374,374,Other (6(A)(vii)),,
2015,South Dakota,378,378,Structural (6(A)(i)),237942,14
2015,South Dakota,380,380,Vegetative (6(A)(iii),45651,52
2015,South Dakota,382,382,Land Management (6(A)(ii)),1245367,261
2015,South Dakota,430,430,Structural (6(A)(i)),34108,5
2015,South Dakota,441,441,Structural (6(A)(i)),,
2015,South Dakota,442,442,Structural (6(A)(i)),231717,7
2015,South Dakota,449,449,Structural (6(A)(i)),8494,12
2015,South Dakota,484,484,Land Management (6(A)(ii)),128368,78
2015,South Dakota,490,490,Forest management (6(A)(iv)),,
2015,South Dakota,500,500,Land Management (6(A)(ii)),,
2015,South Dakota,511,511,Forest management (6(A)(iv)),2986,35
2015,South Dakota,512,512,Vegetative (6(A)(iii),272955,62
2015,South Dakota,516,516,Structural (6(A)(i)),1955654,294
2015,South Dakota,521D,521,Structural (6(A)(i)),52400,6
2015,South Dakota,528,528,Land Management (6(A)(ii)),,
2015,South Dakota,533,533,Structural (6(A)(i)),225110,55
2015,South Dakota,550,550,Vegetative (6(A)(iii),139469,11
2015,South Dakota,561,561,Land Management (6(A)(ii)),109908,86
2015,South Dakota,576,576,Structural (6(A)(i)),276727,68
2015,South Dakota,578,578,Structural (6(A)(i)),51773,11
2015,South Dakota,580,580,Structural (6(A)(i)),,
2015,South Dakota,587,587,Structural (6(A)(i)),,
2015,South Dakota,590,590,Land Management (6(A)(ii)),286941,28
2015,South Dakota,595,595,Other (6(A)(vii)),83185,13
2015,South Dakota,600,600,Structural (6(A)(i)),121967,16
2015,South Dakota,610,610,Soil remediation (6(A)(vi),500,12
2015,South Dakota,614,614,Structural (6(A)(i)),643770,367
2015,South Dakota,620,620,Structural (6(A)(i)),17484,4
2015,South Dakota,632,632,Structural (6(A)(i)),81926,4
2015,South Dakota,634,634,Structural (6(A)(i)),24922,6
2015,South Dakota,635,635,Vegetative (6(A)(iii),,
2015,South Dakota,638,638,Structural (6(A)(i)),,
2015,South Dakota,642,642,Structural (6(A)(i)),363636,35
2015,South Dakota,645,645,Land Management (6(A)(ii)),361500,56
2015,South Dakota,649,649,Structural (6(A)(i)),,
2015,South Dakota,650,650,Land Management (6(A)(ii)),135763,53
2015,South Dakota,666,666,Forest management (6(A)(iv)),64925,18
2015,South Dakota,798,798,Structural (6(A)(i)),27399,5
2015,Tennessee,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),329518,38
2015,Tennessee,106,106,other (6(B)(vi)),102824,53
2015,Tennessee,118,118,other (6(B)(vi)),19843,8
2015,Tennessee,128,128,other (6(B)(vi)),61820,34
2015,Tennessee,138,138,other (6(B)(vi)),,
2015,Tennessee,313,313,Structural (6(A)(i)),245462,15
2015,Tennessee,314,314,Land Management (6(A)(ii)),,
2015,Tennessee,315,315,Land Management (6(A)(ii)),15574,27
2015,Tennessee,316,316,Structural (6(A)(i)),135282,7
2015,Tennessee,317,317,Structural (6(A)(i)),24235,6
2015,Tennessee,327,327,Vegetative (6(A)(iii),51852,53
2015,Tennessee,328,328,Vegetative (6(A)(iii),,
2015,Tennessee,338,338,Land Management (6(A)(ii)),20906,17
2015,Tennessee,340,340,Vegetative (6(A)(iii),6628203,1496
2015,Tennessee,342,342,Vegetative (6(A)(iii),75870,187
2015,Tennessee,351,351,Other (6(A)(vii)),,
2015,Tennessee,356,356,Structural (6(A)(i)),,
2015,Tennessee,362,362,Structural (6(A)(i)),11233,7
2015,Tennessee,367,367,Structural (6(A)(i)),314690,15
2015,Tennessee,374,374,Other (6(A)(vii)),,
2015,Tennessee,380,380,Vegetative (6(A)(iii),,
2015,Tennessee,382,382,Land Management (6(A)(ii)),2526824,829
2015,Tennessee,386,386,Vegetative (6(A)(iii),2028,13
2015,Tennessee,390,390,Vegetative (6(A)(iii),,
2015,Tennessee,391,391,Forest management (6(A)(iv)),10664,30
2015,Tennessee,393,393,Vegetative (6(A)(iii),,
2015,Tennessee,394,394,Land Management (6(A)(ii)),22699,22
2015,Tennessee,410,410,Land Management (6(A)(ii)),718247,98
2015,Tennessee,412,412,Vegetative (6(A)(iii),,
2015,Tennessee,422,422,Vegetative (6(A)(iii),10214,16
2015,Tennessee,430,430,Structural (6(A)(i)),,
2015,Tennessee,441,441,Structural (6(A)(i)),,
2015,Tennessee,442,442,Structural (6(A)(i)),,
2015,Tennessee,449,449,Structural (6(A)(i)),36068,15
2015,Tennessee,468,468,Structural (6(A)(i)),28891,5
2015,Tennessee,472,472,Land Management (6(A)(ii)),,
2015,Tennessee,484,484,Land Management (6(A)(ii)),94237,183
2015,Tennessee,490,490,Forest management (6(A)(iv)),61324,19
2015,Tennessee,512,512,Vegetative (6(A)(iii),435558,83
2015,Tennessee,516,516,Structural (6(A)(i)),1231740,490
2015,Tennessee,521B,521,Structural (6(A)(i)),,
2015,Tennessee,527,527,Land Management (6(A)(ii)),,
2015,Tennessee,528,528,Land Management (6(A)(ii)),159539,196
2015,Tennessee,533,533,Structural (6(A)(i)),276704,120
2015,Tennessee,558,558,Structural (6(A)(i)),58514,23
2015,Tennessee,560,560,Land Management (6(A)(ii)),56741,12
2015,Tennessee,561,561,Land Management (6(A)(ii)),640326,465
2015,Tennessee,574,574,Other (6(A)(vii)),23189,14
2015,Tennessee,575,575,Land Management (6(A)(ii)),,
2015,Tennessee,578,578,Structural (6(A)(i)),,
2015,Tennessee,580,580,Structural (6(A)(i)),745005,46
2015,Tennessee,587,587,Structural (6(A)(i)),39267,8
2015,Tennessee,590,590,Land Management (6(A)(ii)),75527,64
2015,Tennessee,600,600,Structural (6(A)(i)),72442,6
2015,Tennessee,606,606,Structural (6(A)(i)),,
2015,Tennessee,612,612,Forest management (6(A)(iv)),107256,20
2015,Tennessee,614,614,Structural (6(A)(i)),732711,449
2015,Tennessee,620,620,Structural (6(A)(i)),582537,242
2015,Tennessee,634,634,Structural (6(A)(i)),,
2015,Tennessee,638,638,Structural (6(A)(i)),541018,205
2015,Tennessee,642,642,Structural (6(A)(i)),298942,68
2015,Tennessee,647,647,Land Management (6(A)(ii)),35317,5
2015,Tennessee,666,666,Forest management (6(A)(iv)),178887,28
2015,Tennessee,670,670,Other (6(A)(vii)),,
2015,Tennessee,672,672,Other (6(A)(vii)),,
2015,Tennessee,798,798,Structural (6(A)(i)),192242,28
2015,Texas,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),,
2015,Texas,106,106,other (6(B)(vi)),12897,4
2015,Texas,128,128,other (6(B)(vi)),19355,9
2015,Texas,313,313,Structural (6(A)(i)),429504,7
2015,Texas,314,314,Land Management (6(A)(ii)),16346317,2008
2015,Texas,315,315,Land Management (6(A)(ii)),704674,736
2015,Texas,316,316,Structural (6(A)(i)),440831,13
2015,Texas,327,327,Vegetative (6(A)(iii),539663,48
2015,Texas,328,328,Vegetative (6(A)(iii),,
2015,Texas,329,329,Soil remediation (6(A)(vi),223690,86
2015,Texas,338,338,Land Management (6(A)(ii)),153022,43
2015,Texas,340,340,Vegetative (6(A)(iii),4090697,724
2015,Texas,342,342,Vegetative (6(A)(iii),12499,40
2015,Texas,345,345,Soil remediation (6(A)(vi),1044775,101
2015,Texas,351,351,Other (6(A)(vii)),6044,8
2015,Texas,355,355,Other (6(A)(vii)),617,4
2015,Texas,359,359,Structural (6(A)(i)),,
2015,Texas,362,362,Structural (6(A)(i)),30351,17
2015,Texas,367,367,Structural (6(A)(i)),71594,6
2015,Texas,378,378,Structural (6(A)(i)),899290,179
2015,Texas,381,381,Vegetative (6(A)(iii),,
2015,Texas,382,382,Land Management (6(A)(ii)),4424951,1010
2015,Texas,386,386,Vegetative (6(A)(iii),4487,4
2015,Texas,391,391,Forest management (6(A)(iv)),,
2015,Texas,394,394,Land Management (6(A)(ii)),51751,38
2015,Texas,410,410,Land Management (6(A)(ii)),99989,8
2015,Texas,412,412,Vegetative (6(A)(iii),72145,43
2015,Texas,428,428,Structural (6(A)(i)),326835,13
2015,Texas,430,430,Structural (6(A)(i)),871744,98
2015,Texas,441,441,Structural (6(A)(i)),4073996,74
2015,Texas,442,442,Structural (6(A)(i)),,
2015,Texas,443,443,Structural (6(A)(i)),35307,11
2015,Texas,449,449,Structural (6(A)(i)),85163,63
2015,Texas,462,462,Land Management (6(A)(ii)),262020,11
2015,Texas,464,464,Land Management (6(A)(ii)),1186343,52
2015,Texas,466,466,Land Management (6(A)(ii)),43185,21
2015,Texas,490,490,Forest management (6(A)(iv)),868100,141
2015,Texas,511,511,Forest management (6(A)(iv)),15738,41
2015,Texas,512,512,Vegetative (6(A)(iii),2897284,843
2015,Texas,516,516,Structural (6(A)(i)),1006396,314
2015,Texas,528,528,Land Management (6(A)(ii)),3328474,2649
2015,Texas,533,533,Structural (6(A)(i)),1265035,332
2015,Texas,548,548,Land Management (6(A)(ii)),12304,4
2015,Texas,550,550,Vegetative (6(A)(iii),2259140,311
2015,Texas,558,558,Structural (6(A)(i)),,
2015,Texas,561,561,Land Management (6(A)(ii)),42385,72
2015,Texas,587,587,Structural (6(A)(i)),599490,163
2015,Texas,590,590,Land Management (6(A)(ii)),40712,22
2015,Texas,591,591,Soil remediation (6(A)(vi),220760,25
2015,Texas,595,595,Other (6(A)(vii)),,
2015,Texas,600,600,Structural (6(A)(i)),354506,62
2015,Texas,606,606,Structural (6(A)(i)),,
2015,Texas,612,612,Forest management (6(A)(iv)),837928,164
2015,Texas,614,614,Structural (6(A)(i)),701728,486
2015,Texas,620,620,Structural (6(A)(i)),,
2015,Texas,629,629,Structural (6(A)(i)),140682,28
2015,Texas,636,636,Structural (6(A)(i)),,
2015,Texas,638,638,Structural (6(A)(i)),,
2015,Texas,642,642,Structural (6(A)(i)),1346118,233
2015,Texas,644,644,Land Management (6(A)(ii)),,
2015,Texas,645,645,Land Management (6(A)(ii)),418113,82
2015,Texas,646,646,Land Management (6(A)(ii)),,
2015,Texas,647,647,Land Management (6(A)(ii)),,
2015,Texas,649,649,Structural (6(A)(i)),,
2015,Texas,666,666,Forest management (6(A)(iv)),148910,39
2015,Texas,670,670,Other (6(A)(vii)),15319,6
2015,Texas,672,672,Other (6(A)(vii)),,
2015,Texas,798,798,Structural (6(A)(i)),285124,30
2015,Utah,106,106,other (6(B)(vi)),,
2015,Utah,128,128,other (6(B)(vi)),,
2015,Utah,146,146,other (6(B)(vi)),,
2015,Utah,313,313,Structural (6(A)(i)),,
2015,Utah,314,314,Land Management (6(A)(ii)),1693715,80
2015,Utah,315,315,Land Management (6(A)(ii)),186642,29
2015,Utah,327,327,Vegetative (6(A)(iii),6218,11
2015,Utah,329,329,Soil remediation (6(A)(vi),,
2015,Utah,340,340,Vegetative (6(A)(iii),10533,6
2015,Utah,342,342,Vegetative (6(A)(iii),,
2015,Utah,345,345,Soil remediation (6(A)(vi),,
2015,Utah,374,374,Other (6(A)(vii)),,
2015,Utah,378,378,Structural (6(A)(i)),,
2015,Utah,380,380,Vegetative (6(A)(iii),6132,4
2015,Utah,382,382,Land Management (6(A)(ii)),358765,64
2015,Utah,384,384,Forest management (6(A)(iv)),1442151,51
2015,Utah,390,390,Vegetative (6(A)(iii),8024,6
2015,Utah,391,391,Forest management (6(A)(iv)),4936,5
2015,Utah,393,393,Vegetative (6(A)(iii),,
2015,Utah,395,395,Land Management (6(A)(ii)),,
2015,Utah,422,422,Vegetative (6(A)(iii),,
2015,Utah,428,428,Structural (6(A)(i)),213725,10
2015,Utah,430,430,Structural (6(A)(i)),2203978,181
2015,Utah,436,436,Structural (6(A)(i)),56380,6
2015,Utah,441,441,Structural (6(A)(i)),36366,6
2015,Utah,442,442,Structural (6(A)(i)),5460769,161
2015,Utah,443,443,Structural (6(A)(i)),28516,8
2015,Utah,449,449,Structural (6(A)(i)),49744,88
2015,Utah,464,464,Land Management (6(A)(ii)),77407,12
2015,Utah,484,484,Land Management (6(A)(ii)),,
2015,Utah,490,490,Forest management (6(A)(iv)),,
2015,Utah,512,512,Vegetative (6(A)(iii),30485,14
2015,Utah,516,516,Structural (6(A)(i)),719264,63
2015,Utah,521A,521,Structural (6(A)(i)),,
2015,Utah,521C,521,Structural (6(A)(i)),,
2015,Utah,528,528,Land Management (6(A)(ii)),97341,53
2015,Utah,533,533,Structural (6(A)(i)),551461,64
2015,Utah,550,550,Vegetative (6(A)(iii),685661,42
2015,Utah,561,561,Land Management (6(A)(ii)),,
2015,Utah,574,574,Other (6(A)(vii)),,
2015,Utah,575,575,Land Management (6(A)(ii)),,
2015,Utah,578,578,Structural (6(A)(i)),28482,6
2015,Utah,580,580,Structural (6(A)(i)),531970,33
2015,Utah,584,584,Structural (6(A)(i)),,
2015,Utah,587,587,Structural (6(A)(i)),228498,93
2015,Utah,590,590,Land Management (6(A)(ii)),1594,23
2015,Utah,595,595,Other (6(A)(vii)),40756,19
2015,Utah,600,600,Structural (6(A)(i)),,
2015,Utah,612,612,Forest management (6(A)(iv)),3322,7
2015,Utah,614,614,Structural (6(A)(i)),264293,69
2015,Utah,642,642,Structural (6(A)(i)),,
2015,Utah,645,645,Land Management (6(A)(ii)),92026,12
2015,Utah,649,649,Structural (6(A)(i)),12218,17
2015,Utah,666,666,Forest management (6(A)(iv)),,
2015,Utah,670,670,Other (6(A)(vii)),,
2015,Utah,798,798,Structural (6(A)(i)),211292,33
2015,Vermont,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),,
2015,Vermont,104,104,Comprehensive Nutrient Mgt. (6(B)(i)),191484,52
2015,Vermont,106,106,other (6(B)(vi)),103490,76
2015,Vermont,128,128,other (6(B)(vi)),9277,5
2015,Vermont,313,313,Structural (6(A)(i)),1594041,22
2015,Vermont,314,314,Land Management (6(A)(ii)),167199,63
2015,Vermont,315,315,Land Management (6(A)(ii)),514,4
2015,Vermont,316,316,Structural (6(A)(i)),,
2015,Vermont,327,327,Vegetative (6(A)(iii),,
2015,Vermont,328,328,Vegetative (6(A)(iii),107960,91
2015,Vermont,329,329,Soil remediation (6(A)(vi),55868,39
2015,Vermont,340,340,Vegetative (6(A)(iii),1310736,348
2015,Vermont,342,342,Vegetative (6(A)(iii),9261,45
2015,Vermont,345,345,Soil remediation (6(A)(vi),192072,47
2015,Vermont,360,360,Structural (6(A)(i)),,
2015,Vermont,362,362,Structural (6(A)(i)),12414,4
2015,Vermont,367,367,Structural (6(A)(i)),197374,6
2015,Vermont,374,374,Other (6(A)(vii)),,
2015,Vermont,382,382,Land Management (6(A)(ii)),398640,137
2015,Vermont,386,386,Vegetative (6(A)(iii),,
2015,Vermont,391,391,Forest management (6(A)(iv)),,
2015,Vermont,393,393,Vegetative (6(A)(iii),,
2015,Vermont,410,410,Land Management (6(A)(ii)),,
2015,Vermont,412,412,Vegetative (6(A)(iii),,
2015,Vermont,468,468,Structural (6(A)(i)),,
2015,Vermont,484,484,Land Management (6(A)(ii)),10456,47
2015,Vermont,490,490,Forest management (6(A)(iv)),,
2015,Vermont,500,500,Land Management (6(A)(ii)),108724,19
2015,Vermont,512,512,Vegetative (6(A)(iii),743006,84
2015,Vermont,516,516,Structural (6(A)(i)),68585,35
2015,Vermont,528,528,Land Management (6(A)(ii)),173000,43
2015,Vermont,533,533,Structural (6(A)(i)),77185,8
2015,Vermont,558,558,Structural (6(A)(i)),12160,10
2015,Vermont,560,560,Land Management (6(A)(ii)),134621,23
2015,Vermont,561,561,Land Management (6(A)(ii)),291684,33
2015,Vermont,574,574,Other (6(A)(vii)),13463,4
2015,Vermont,575,575,Land Management (6(A)(ii)),169609,32
2015,Vermont,578,578,Structural (6(A)(i)),53068,19
2015,Vermont,580,580,Structural (6(A)(i)),,
2015,Vermont,587,587,Structural (6(A)(i)),,
2015,Vermont,590,590,Land Management (6(A)(ii)),763920,107
2015,Vermont,606,606,Structural (6(A)(i)),37271,10
2015,Vermont,612,612,Forest management (6(A)(iv)),4240,8
2015,Vermont,614,614,Structural (6(A)(i)),14563,42
2015,Vermont,620,620,Structural (6(A)(i)),74510,36
2015,Vermont,629,629,Structural (6(A)(i)),,
2015,Vermont,634,634,Structural (6(A)(i)),161110,24
2015,Vermont,645,645,Land Management (6(A)(ii)),2318,14
2015,Vermont,647,647,Land Management (6(A)(ii)),101626,55
2015,Vermont,655,655,Forest management (6(A)(iv)),10756,9
2015,Vermont,666,666,Forest management (6(A)(iv)),41437,44
2015,Vermont,798,798,Structural (6(A)(i)),92560,11
2015,Virginia,313,313,Structural (6(A)(i)),462626,27
2015,Virginia,314,314,Land Management (6(A)(ii)),118474,72
2015,Virginia,315,315,Land Management (6(A)(ii)),63354,84
2015,Virginia,316,316,Structural (6(A)(i)),61867,4
2015,Virginia,327,327,Vegetative (6(A)(iii),183534,65
2015,Virginia,328,328,Vegetative (6(A)(iii),972595,191
2015,Virginia,329,329,Soil remediation (6(A)(vi),69512,34
2015,Virginia,338,338,Land Management (6(A)(ii)),101588,50
2015,Virginia,340,340,Vegetative (6(A)(iii),790497,114
2015,Virginia,342,342,Vegetative (6(A)(iii),74073,56
2015,Virginia,345,345,Soil remediation (6(A)(vi),17782,10
2015,Virginia,362,362,Structural (6(A)(i)),,
2015,Virginia,367,367,Structural (6(A)(i)),938353,26
2015,Virginia,380,380,Vegetative (6(A)(iii),,
2015,Virginia,381,381,Vegetative (6(A)(iii),22328,7
2015,Virginia,382,382,Land Management (6(A)(ii)),871559,236
2015,Virginia,386,386,Vegetative (6(A)(iii),5932,9
2015,Virginia,390,390,Vegetative (6(A)(iii),,
2015,Virginia,391,391,Forest management (6(A)(iv)),11345,13
2015,Virginia,394,394,Land Management (6(A)(ii)),63835,46
2015,Virginia,410,410,Land Management (6(A)(ii)),,
2015,Virginia,412,412,Vegetative (6(A)(iii),,
2015,Virginia,422,422,Vegetative (6(A)(iii),,
2015,Virginia,430,430,Structural (6(A)(i)),,
2015,Virginia,441,441,Structural (6(A)(i)),,
2015,Virginia,468,468,Structural (6(A)(i)),,
2015,Virginia,472,472,Land Management (6(A)(ii)),12214,99
2015,Virginia,484,484,Land Management (6(A)(ii)),14818,31
2015,Virginia,490,490,Forest management (6(A)(iv)),306660,76
2015,Virginia,512,512,Vegetative (6(A)(iii),395603,99
2015,Virginia,516,516,Structural (6(A)(i)),460168,127
2015,Virginia,528,528,Land Management (6(A)(ii)),115045,79
2015,Virginia,533,533,Structural (6(A)(i)),98790,47
2015,Virginia,558,558,Structural (6(A)(i)),100733,35
2015,Virginia,560,560,Land Management (6(A)(ii)),52495,7
2015,Virginia,561,561,Land Management (6(A)(ii)),476371,105
2015,Virginia,574,574,Other (6(A)(vii)),,
2015,Virginia,575,575,Land Management (6(A)(ii)),240150,22
2015,Virginia,578,578,Structural (6(A)(i)),170771,18
2015,Virginia,590,590,Land Management (6(A)(ii)),1313356,223
2015,Virginia,591,591,Soil remediation (6(A)(vi),,
2015,Virginia,612,612,Forest management (6(A)(iv)),339346,111
2015,Virginia,614,614,Structural (6(A)(i)),337334,147
2015,Virginia,620,620,Structural (6(A)(i)),73783,27
2015,Virginia,642,642,Structural (6(A)(i)),176661,36
2015,Virginia,643,643,Land Management (6(A)(ii)),,
2015,Virginia,647,647,Land Management (6(A)(ii)),35317,34
2015,Virginia,654,654,Forest management (6(A)(iv)),,
2015,Virginia,666,666,Forest management (6(A)(iv)),153542,46
2015,Virginia,798,798,Structural (6(A)(i)),462917,55
2015,Washington,102,102,Comprehensive Nutrient Mgt. (6(B)(i)),,
2015,Washington,106,106,other (6(B)(vi)),30953,18
2015,Washington,128,128,other (6(B)(vi)),81388,22
2015,Washington,138,138,other (6(B)(vi)),,
2015,Washington,146,146,other (6(B)(vi)),,
2015,Washington,313,313,Structural (6(A)(i)),1748922,10
2015,Washington,314,314,Land Management (6(A)(ii)),54048,22
2015,Washington,315,315,Land Management (6(A)(ii)),52716,26
2015,Washington,326,326,Land Management (6(A)(ii)),,
2015,Washington,327,327,Vegetative (6(A)(iii),50896,11
2015,Washington,329,329,Soil remediation (6(A)(vi),53752,6
2015,Washington,340,340,Vegetative (6(A)(iii),228293,10
2015,Washington,342,342,Vegetative (6(A)(iii),,
2015,Washington,345,345,Soil remediation (6(A)(vi),3189442,157
2015,Washington,360,360,Structural (6(A)(i)),,
2015,Washington,367,367,Structural (6(A)(i)),,
2015,Washington,374,374,Other (6(A)(vii)),212532,12
2015,Washington,378,378,Structural (6(A)(i)),,
2015,Washington,380,380,Vegetative (6(A)(iii),,
2015,Washington,382,382,Land Management (6(A)(ii)),184564,37
2015,Washington,383,383,Forest management (6(A)(iv)),22596,6
2015,Washington,384,384,Forest management (6(A)(iv)),190993,65
2015,Washington,386,386,Vegetative (6(A)(iii),10234,5
2015,Washington,391,391,Forest management (6(A)(iv)),,
2015,Washington,393,393,Vegetative (6(A)(iii),,
2015,Washington,396,396,Structural (6(A)(i)),247283,6
2015,Washington,422,422,Vegetative (6(A)(iii),,
2015,Washington,430,430,Structural (6(A)(i)),415139,36
2015,Washington,441,441,Structural (6(A)(i)),275237,8
2015,Washington,442,442,Structural (6(A)(i)),694139,19
2015,Washington,449,449,Structural (6(A)(i)),284013,43
2015,Washington,472,472,Land Management (6(A)(ii)),4957,5
2015,Washington,484,484,Land Management (6(A)(ii)),6460,4
2015,Washington,490,490,Forest management (6(A)(iv)),68966,25
2015,Washington,500,500,Land Management (6(A)(ii)),19815,8
2015,Washington,512,512,Vegetative (6(A)(iii),6507,7
2015,Washington,516,516,Structural (6(A)(i)),64345,30
2015,Washington,521D,521,Structural (6(A)(i)),,
2015,Washington,528,528,Land Management (6(A)(ii)),316286,69
2015,Washington,533,533,Structural (6(A)(i)),972991,65
2015,Washington,550,550,Vegetative (6(A)(iii),,
2015,Washington,558,558,Structural (6(A)(i)),2594,4
2015,Washington,560,560,Land Management (6(A)(ii)),15845,4
2015,Washington,561,561,Land Management (6(A)(ii)),54125,27
2015,Washington,574,574,Other (6(A)(vii)),10490,4
2015,Washington,580,580,Structural (6(A)(i)),,
2015,Washington,587,587,Structural (6(A)(i)),48904,10
2015,Washington,590,590,Land Management (6(A)(ii)),,
2015,Washington,606,606,Structural (6(A)(i)),,
2015,Washington,612,612,Forest management (6(A)(iv)),87394,26
2015,Washington,614,614,Structural (6(A)(i)),114959,37
2015,Washington,620,620,Structural (6(A)(i)),56038,7
2015,Washington,632,632,Structural (6(A)(i)),,
2015,Washington,634,634,Structural (6(A)(i)),48191,5
2015,Washington,638,638,Structural (6(A)(i)),,
2015,Washington,642,642,Structural (6(A)(i)),132996,11
2015,Washington,645,645,Land Management (6(A)(ii)),5799,8
2015,Washington,649,649,Structural (6(A)(i)),9124,17
2015,Washington,660,660,Forest management (6(A)(iv)),114774,53
2015,Washington,666,666,Forest management (6(A)(iv)),792026,114
2015,Washington,670,670,Other (6(A)(vii)),46864,7
2015,Washington,798,798,Structural (6(A)(i)),233816,46
2015,West Virginia,128,128,other (6(B)(vi)),33593,14
2015,West Virginia,313,313,Structural (6(A)(i)),363238,52
2015,West Virginia,314,314,Land Management (6(A)(ii)),165365,177
2015,West Virginia,316,316,Structural (6(A)(i)),,
2015,West Virginia,340,340,Vegetative (6(A)(iii),71897,41
2015,West Virginia,342,342,Vegetative (6(A)(iii),37626,54
2015,West Virginia,351,351,Other (6(A)(vii)),,
2015,West Virginia,362,362,Structural (6(A)(i)),,
2015,West Virginia,367,367,Structural (6(A)(i)),597261,31
2015,West Virginia,374,374,Other (6(A)(vii)),,
2015,West Virginia,378,378,Structural (6(A)(i)),72615,15
2015,West Virginia,382,382,Land Management (6(A)(ii)),930954,393
2015,West Virginia,391,391,Forest management (6(A)(iv)),,
2015,West Virginia,395,395,Land Management (6(A)(ii)),,
2015,West Virginia,430,430,Structural (6(A)(i)),9447,24
2015,West Virginia,436,436,Structural (6(A)(i)),,
2015,West Virginia,441,441,Structural (6(A)(i)),8450,21
2015,West Virginia,449,449,Structural (6(A)(i)),63,26
2015,West Virginia,468,468,Structural (6(A)(i)),,
2015,West Virginia,472,472,Land Management (6(A)(ii)),2938,27
2015,West Virginia,484,484,Land Management (6(A)(ii)),8277,52
2015,West Virginia,490,490,Forest management (6(A)(iv)),7301,29
2015,West Virginia,500,500,Land Management (6(A)(ii)),,
2015,West Virginia,511,511,Forest management (6(A)(iv)),,
2015,West Virginia,512,512,Vegetative (6(A)(iii),406376,89
2015,West Virginia,516,516,Structural (6(A)(i)),301725,241
2015,West Virginia,528,528,Land Management (6(A)(ii)),27777,13
2015,West Virginia,533,533,Structural (6(A)(i)),52869,41
2015,West Virginia,558,558,Structural (6(A)(i)),92067,90
2015,West Virginia,560,560,Land Management (6(A)(ii)),27588,12
2015,West Virginia,561,561,Land Management (6(A)(ii)),703893,325
2015,West Virginia,574,574,Other (6(A)(vii)),45090,40
2015,West Virginia,575,575,Land Management (6(A)(ii)),25593,9
2015,West Virginia,578,578,Structural (6(A)(i)),79233,15
2015,West Virginia,580,580,Structural (6(A)(i)),749277,31
2015,West Virginia,584,584,Structural (6(A)(i)),125215,8
2015,West Virginia,587,587,Structural (6(A)(i)),,
2015,West Virginia,590,590,Land Management (6(A)(ii)),25807,90
2015,West Virginia,606,606,Structural (6(A)(i)),3335,9
2015,West Virginia,612,612,Forest management (6(A)(iv)),72904,69
2015,West Virginia,614,614,Structural (6(A)(i)),291137,254
2015,West Virginia,620,620,Structural (6(A)(i)),53382,55
2015,West Virginia,634,634,Structural (6(A)(i)),18580,6
2015,West Virginia,636,636,Structural (6(A)(i)),,
2015,West Virginia,642,642,Structural (6(A)(i)),94473,25
2015,West Virginia,645,645,Land Management (6(A)(ii)),,
2015,West Virginia,647,647,Land Management (6(A)(ii)),118313,64
2015,West Virginia,649,649,Structural (6(A)(i)),5028,30
2015,West Virginia,666,666,Forest management (6(A)(iv)),135048,40
2015,West Virginia,670,670,Other (6(A)(vii)),10440,5
