Pay_year,state_code,State,category_code,category_name,payments
2019,15,Hawaii,12 Soil remediation,Soil remediation,1681.00
2019,15,Hawaii,6 Other 1 - planning,Other 1 - planning,18423.54
2019,15,Hawaii,7 Structural,Structural,828579.97
2019,15,Hawaii,8 Land management,Land management,2504592.63
2019,15,Hawaii,9 Vegetative,Vegetative,261685.84
2020,15,Hawaii,10 Forest management,Forest management,754163.74
2020,15,Hawaii,12 Soil remediation,Soil remediation,798.01
2020,15,Hawaii,6 Other 1 - planning,Other 1 - planning,19432.85
2020,15,Hawaii,7 Structural,Structural,1707996.85
2020,15,Hawaii,8 Land management,Land management,2604926.10
2020,15,Hawaii,9 Vegetative,Vegetative,354545.75
2021,15,Hawaii,10 Forest management,Forest management,2126084.54
2021,15,Hawaii,13 Other 2 - improvement,Other 2 - improvement,4820.97
2021,15,Hawaii,6 Other 1 - planning,Other 1 - planning,3742.48
2021,15,Hawaii,7 Structural,Structural,1930491.20
2021,15,Hawaii,8 Land management,Land management,2240083.51
2021,15,Hawaii,9 Vegetative,Vegetative,316891.79
2022,15,Hawaii,10 Forest Management,Forest Management,2025151.00
2022,15,Hawaii,7 Structural,Structural,1083373.00
2022,15,Hawaii,8 Land Management,Land Management,2351441.00
2022,15,Hawaii,9 Vegetative,Vegetative,173931.00
2017,16,Idaho,10 Forest management,Forest management,876937.77
2017,16,Idaho,12 Soil remediation,Soil remediation,379026.39
2017,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,265051.83
2017,16,Idaho,6 Other 1 - planning,Other 1 - planning,54110.59
2017,16,Idaho,7 Structural,Structural,6321090.62
2017,16,Idaho,8 Land management,Land management,2553070.37
2017,16,Idaho,9 Vegetative,Vegetative,665454.11
2018,16,Idaho,10 Forest management,Forest management,671710.40
2018,16,Idaho,12 Soil remediation,Soil remediation,476072.97
2018,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,269257.91
2018,16,Idaho,6 Other 1 - planning,Other 1 - planning,48743.47
2018,16,Idaho,7 Structural,Structural,7621413.92
2018,16,Idaho,8 Land management,Land management,2510891.04
2018,16,Idaho,9 Vegetative,Vegetative,871921.72
2019,16,Idaho,10 Forest management,Forest management,1080435.63
2019,16,Idaho,12 Soil remediation,Soil remediation,416321.89
2019,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,393529.63
2019,16,Idaho,6 Other 1 - planning,Other 1 - planning,44691.24
2019,16,Idaho,7 Structural,Structural,13796081.52
2019,16,Idaho,8 Land management,Land management,2638721.92
2019,16,Idaho,9 Vegetative,Vegetative,942657.44
2020,16,Idaho,10 Forest management,Forest management,803245.44
2020,16,Idaho,12 Soil remediation,Soil remediation,464214.35
2020,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,204453.11
2020,16,Idaho,6 Other 1 - planning,Other 1 - planning,36965.85
2020,16,Idaho,7 Structural,Structural,8464079.53
2020,16,Idaho,8 Land management,Land management,3618529.00
2020,16,Idaho,9 Vegetative,Vegetative,1004340.16
2021,16,Idaho,10 Forest management,Forest management,1557357.83
2021,16,Idaho,12 Soil remediation,Soil remediation,489455.00
2021,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,152047.34
2021,16,Idaho,6 Other 1 - planning,Other 1 - planning,64985.59
2021,16,Idaho,7 Structural,Structural,7493262.46
2021,16,Idaho,8 Land management,Land management,3242561.01
2021,16,Idaho,9 Vegetative,Vegetative,1037355.94
2022,16,Idaho,10 Forest Management,Forest Management,1098489.00
2022,16,Idaho,12 Soil Remediation,Soil Remediation,481787.00
2022,16,Idaho,13 Other 2 - improvement,Other 2 - improvement,63778.00
2022,16,Idaho,6 Other 1 - planning,Other 1 - planning,35528.00
2022,16,Idaho,7 Structural,Structural,7478897.00
2022,16,Idaho,8 Land Management,Land Management,3032482.00
2022,16,Idaho,9 Vegetative,Vegetative,750026.00
2017,17,Illinois,10 Forest management,Forest management,259063.73
2017,17,Illinois,12 Soil remediation,Soil remediation,36027.31
2017,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,9583.85
2017,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,1865.86
2017,17,Illinois,4 Conservating planning assessment,Conservating planning assessment,205692.75
2017,17,Illinois,6 Other 1 - planning,Other 1 - planning,52683.99
2017,17,Illinois,7 Structural,Structural,6332919.78
2017,17,Illinois,8 Land management,Land management,1955335.36
2017,17,Illinois,9 Vegetative,Vegetative,1531337.38
2018,17,Illinois,10 Forest management,Forest management,241546.39
2018,17,Illinois,12 Soil remediation,Soil remediation,39662.05
2018,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,63006.47
2018,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,1672.43
2018,17,Illinois,4 Conservating planning assessment,Conservating planning assessment,136026.51
2018,17,Illinois,6 Other 1 - planning,Other 1 - planning,110255.82
2018,17,Illinois,7 Structural,Structural,6905166.38
2018,17,Illinois,8 Land management,Land management,2153025.46
2018,17,Illinois,9 Vegetative,Vegetative,1244617.76
2019,17,Illinois,10 Forest management,Forest management,187114.96
2019,17,Illinois,12 Soil remediation,Soil remediation,57459.92
2019,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,135548.23
2019,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,10155.83
2019,17,Illinois,4 Conservating planning assessment,Conservating planning assessment,168063.39
2019,17,Illinois,6 Other 1 - planning,Other 1 - planning,150151.29
2019,17,Illinois,7 Structural,Structural,5410364.18
2019,17,Illinois,8 Land management,Land management,1894420.54
2019,17,Illinois,9 Vegetative,Vegetative,1346636.12
2020,17,Illinois,10 Forest management,Forest management,119911.59
2020,17,Illinois,12 Soil remediation,Soil remediation,81704.89
2020,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,235082.36
2020,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,31922.80
2020,17,Illinois,4 Conservating planning assessment,Conservating planning assessment,128734.61
2020,17,Illinois,6 Other 1 - planning,Other 1 - planning,133499.17
2020,17,Illinois,7 Structural,Structural,6196508.17
2020,17,Illinois,8 Land management,Land management,1937385.04
2020,17,Illinois,9 Vegetative,Vegetative,1428591.06
2021,17,Illinois,10 Forest management,Forest management,93683.88
2021,17,Illinois,12 Soil remediation,Soil remediation,128743.53
2021,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,328409.75
2021,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,68274.46
2021,17,Illinois,4 Conservating planning assessment,Conservating planning assessment,143199.99
2021,17,Illinois,6 Other 1 - planning,Other 1 - planning,224030.26
2021,17,Illinois,7 Structural,Structural,7742519.98
2021,17,Illinois,8 Land management,Land management,2465973.17
2021,17,Illinois,9 Vegetative,Vegetative,1720819.14
2022,17,Illinois,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,123223.00
2022,17,Illinois,10 Forest Management,Forest Management,150790.00
2022,17,Illinois,12 Soil Remediation,Soil Remediation,205478.00
2022,17,Illinois,13 Other 2 - improvement,Other 2 - improvement,88292.00
2022,17,Illinois,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,66536.00
2022,17,Illinois,6 Other 1 - planning,Other 1 - planning,147392.00
2022,17,Illinois,7 Structural,Structural,5928890.00
2022,17,Illinois,8 Land Management,Land Management,2434037.00
2022,17,Illinois,9 Vegetative,Vegetative,1427153.00
2017,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,12455.19
2017,18,Indiana,10 Forest management,Forest management,1016237.07
2017,18,Indiana,12 Soil remediation,Soil remediation,792420.43
2017,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,323654.17
2017,18,Indiana,4 Conservating planning assessment,Conservating planning assessment,352980.76
2017,18,Indiana,6 Other 1 - planning,Other 1 - planning,75713.74
2017,18,Indiana,7 Structural,Structural,5368200.59
2017,18,Indiana,8 Land management,Land management,3822810.68
2017,18,Indiana,9 Vegetative,Vegetative,7676205.01
2018,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,102979.85
2018,18,Indiana,10 Forest management,Forest management,1008549.07
2018,18,Indiana,12 Soil remediation,Soil remediation,841316.23
2018,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,307368.65
2018,18,Indiana,4 Conservating planning assessment,Conservating planning assessment,205875.06
2018,18,Indiana,6 Other 1 - planning,Other 1 - planning,217129.06
2018,18,Indiana,7 Structural,Structural,4720242.76
2018,18,Indiana,8 Land management,Land management,4080794.54
2018,18,Indiana,9 Vegetative,Vegetative,8386688.48
2019,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,161172.96
2019,18,Indiana,10 Forest management,Forest management,836613.00
2019,18,Indiana,12 Soil remediation,Soil remediation,648773.85
2019,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,307162.28
2019,18,Indiana,4 Conservating planning assessment,Conservating planning assessment,174874.21
2019,18,Indiana,6 Other 1 - planning,Other 1 - planning,321216.83
2019,18,Indiana,7 Structural,Structural,4186463.80
2019,18,Indiana,8 Land management,Land management,4068091.98
2019,18,Indiana,9 Vegetative,Vegetative,8825322.44
2020,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,139188.27
2020,18,Indiana,10 Forest management,Forest management,626012.96
2020,18,Indiana,12 Soil remediation,Soil remediation,600730.25
2020,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,238280.07
2020,18,Indiana,4 Conservating planning assessment,Conservating planning assessment,140197.66
2020,18,Indiana,6 Other 1 - planning,Other 1 - planning,319964.08
2020,18,Indiana,7 Structural,Structural,6315427.42
2020,18,Indiana,8 Land management,Land management,4692914.46
2020,18,Indiana,9 Vegetative,Vegetative,9335453.04
2021,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,216205.19
2021,18,Indiana,10 Forest management,Forest management,645504.89
2021,18,Indiana,12 Soil remediation,Soil remediation,594636.44
2021,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,308809.60
2021,18,Indiana,4 Conservating planning assessment,Conservating planning assessment,264251.78
2021,18,Indiana,6 Other 1 - planning,Other 1 - planning,359632.64
2021,18,Indiana,7 Structural,Structural,6508867.51
2021,18,Indiana,8 Land management,Land management,4955104.81
2021,18,Indiana,9 Vegetative,Vegetative,7646021.11
2022,18,Indiana,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,367671.00
2022,18,Indiana,10 Forest Management,Forest Management,657837.00
2022,18,Indiana,12 Soil Remediation,Soil Remediation,536003.00
2022,18,Indiana,13 Other 2 - improvement,Other 2 - improvement,308610.00
2022,18,Indiana,6 Other 1 - planning,Other 1 - planning,197974.00
2022,18,Indiana,7 Structural,Structural,6459845.00
2022,18,Indiana,8 Land Management,Land Management,5748602.00
2022,18,Indiana,9 Vegetative,Vegetative,5799654.00
2017,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,65953.38
2017,19,Iowa,10 Forest management,Forest management,82171.98
2017,19,Iowa,12 Soil remediation,Soil remediation,260677.86
2017,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,1025955.62
2017,19,Iowa,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,448.80
2017,19,Iowa,4 Conservating planning assessment,Conservating planning assessment,186180.31
2017,19,Iowa,6 Other 1 - planning,Other 1 - planning,64591.97
2017,19,Iowa,7 Structural,Structural,7596551.93
2017,19,Iowa,8 Land management,Land management,3204543.20
2017,19,Iowa,9 Vegetative,Vegetative,4697148.17
2018,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,45968.58
2018,19,Iowa,10 Forest management,Forest management,71440.60
2018,19,Iowa,12 Soil remediation,Soil remediation,319317.79
2018,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,1450278.61
2018,19,Iowa,4 Conservating planning assessment,Conservating planning assessment,105492.34
2018,19,Iowa,6 Other 1 - planning,Other 1 - planning,95452.72
2018,19,Iowa,7 Structural,Structural,7700585.55
2018,19,Iowa,8 Land management,Land management,2634779.34
2018,19,Iowa,9 Vegetative,Vegetative,5080183.81
2019,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,67549.49
2019,19,Iowa,10 Forest management,Forest management,135048.81
2019,19,Iowa,12 Soil remediation,Soil remediation,412045.90
2019,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,1476066.71
2019,19,Iowa,4 Conservating planning assessment,Conservating planning assessment,105017.46
2019,19,Iowa,6 Other 1 - planning,Other 1 - planning,119166.79
2019,19,Iowa,7 Structural,Structural,10672248.27
2019,19,Iowa,8 Land management,Land management,3172028.35
2019,19,Iowa,9 Vegetative,Vegetative,7152655.11
2020,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,57358.99
2020,19,Iowa,10 Forest management,Forest management,197626.19
2020,19,Iowa,12 Soil remediation,Soil remediation,453382.08
2020,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,1183844.96
2020,19,Iowa,4 Conservating planning assessment,Conservating planning assessment,149219.17
2020,19,Iowa,6 Other 1 - planning,Other 1 - planning,121100.95
2020,19,Iowa,7 Structural,Structural,10909329.07
2020,19,Iowa,8 Land management,Land management,3582275.43
2020,19,Iowa,9 Vegetative,Vegetative,7969076.46
2021,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,40577.19
2021,19,Iowa,10 Forest management,Forest management,253285.60
2021,19,Iowa,12 Soil remediation,Soil remediation,702822.16
2021,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,526382.64
2021,19,Iowa,4 Conservating planning assessment,Conservating planning assessment,103197.35
2021,19,Iowa,6 Other 1 - planning,Other 1 - planning,91630.39
2021,19,Iowa,7 Structural,Structural,12499163.00
2021,19,Iowa,8 Land management,Land management,4482615.78
2021,19,Iowa,9 Vegetative,Vegetative,10512548.81
2022,19,Iowa,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,130610.00
2022,19,Iowa,10 Forest Management,Forest Management,466581.00
2022,19,Iowa,12 Soil Remediation,Soil Remediation,482450.00
2022,19,Iowa,13 Other 2 - improvement,Other 2 - improvement,551245.00
2022,19,Iowa,6 Other 1 - planning,Other 1 - planning,47784.00
2022,19,Iowa,7 Structural,Structural,9360094.00
2022,19,Iowa,8 Land Management,Land Management,3730027.00
2022,19,Iowa,9 Vegetative,Vegetative,8420911.00
2017,20,Kansas,10 Forest management,Forest management,376365.71
2017,20,Kansas,12 Soil remediation,Soil remediation,259456.08
2017,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,23661.59
2017,20,Kansas,6 Other 1 - planning,Other 1 - planning,3888.60
2017,20,Kansas,7 Structural,Structural,9805087.06
2017,20,Kansas,8 Land management,Land management,4194738.23
2017,20,Kansas,9 Vegetative,Vegetative,4944312.10
2018,20,Kansas,10 Forest management,Forest management,863366.17
2018,20,Kansas,12 Soil remediation,Soil remediation,248628.82
2018,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,66109.06
2018,20,Kansas,6 Other 1 - planning,Other 1 - planning,4457.61
2018,20,Kansas,7 Structural,Structural,14130249.96
2018,20,Kansas,8 Land management,Land management,4126701.96
2018,20,Kansas,9 Vegetative,Vegetative,6195599.73
2019,20,Kansas,10 Forest management,Forest management,738645.57
2019,20,Kansas,12 Soil remediation,Soil remediation,313413.04
2019,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,33745.47
2019,20,Kansas,6 Other 1 - planning,Other 1 - planning,8305.64
2019,20,Kansas,7 Structural,Structural,12765591.97
2019,20,Kansas,8 Land management,Land management,3797644.66
2019,20,Kansas,9 Vegetative,Vegetative,5573434.01
2020,20,Kansas,10 Forest management,Forest management,705506.20
2020,20,Kansas,12 Soil remediation,Soil remediation,364607.35
2020,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,16289.83
2020,20,Kansas,6 Other 1 - planning,Other 1 - planning,9444.68
2020,20,Kansas,7 Structural,Structural,14530465.33
2020,20,Kansas,8 Land management,Land management,4658356.24
2020,20,Kansas,9 Vegetative,Vegetative,6720314.98
2021,20,Kansas,10 Forest management,Forest management,605095.15
2021,20,Kansas,12 Soil remediation,Soil remediation,513441.55
2021,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,36384.22
2021,20,Kansas,6 Other 1 - planning,Other 1 - planning,8971.07
2021,20,Kansas,7 Structural,Structural,10676989.65
2021,20,Kansas,8 Land management,Land management,5719423.91
2021,20,Kansas,9 Vegetative,Vegetative,5641876.91
2022,20,Kansas,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,39089.00
2022,20,Kansas,10 Forest Management,Forest Management,460410.00
2022,20,Kansas,12 Soil Remediation,Soil Remediation,1182689.00
2022,20,Kansas,13 Other 2 - improvement,Other 2 - improvement,552680.00
2022,20,Kansas,7 Structural,Structural,10759614.00
2022,20,Kansas,8 Land Management,Land Management,5378279.00
2022,20,Kansas,9 Vegetative,Vegetative,7130885.00
2017,21,Kentucky,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,13057.43
2017,21,Kentucky,10 Forest management,Forest management,714037.22
2017,21,Kentucky,12 Soil remediation,Soil remediation,31859.86
2017,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,1554698.41
2017,21,Kentucky,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,16570.56
2017,21,Kentucky,4 Conservating planning assessment,Conservating planning assessment,259061.72
2017,21,Kentucky,6 Other 1 - planning,Other 1 - planning,164127.27
2017,21,Kentucky,7 Structural,Structural,5098132.30
2017,21,Kentucky,8 Land management,Land management,3148402.98
2017,21,Kentucky,9 Vegetative,Vegetative,2044093.45
2018,21,Kentucky,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,5745.65
2018,21,Kentucky,10 Forest management,Forest management,762261.75
2018,21,Kentucky,12 Soil remediation,Soil remediation,43708.20
2018,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,1004684.50
2018,21,Kentucky,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,8250.63
2018,21,Kentucky,4 Conservating planning assessment,Conservating planning assessment,75913.51
2018,21,Kentucky,6 Other 1 - planning,Other 1 - planning,179715.24
2018,21,Kentucky,7 Structural,Structural,4689746.45
2018,21,Kentucky,8 Land management,Land management,2926575.40
2018,21,Kentucky,9 Vegetative,Vegetative,1546810.06
2019,21,Kentucky,10 Forest management,Forest management,932316.21
2019,21,Kentucky,12 Soil remediation,Soil remediation,60981.75
2019,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,481521.72
2019,21,Kentucky,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,7927.89
2019,21,Kentucky,4 Conservating planning assessment,Conservating planning assessment,118908.54
2019,21,Kentucky,6 Other 1 - planning,Other 1 - planning,151740.65
2019,21,Kentucky,7 Structural,Structural,4513218.76
2019,21,Kentucky,8 Land management,Land management,3133556.56
2019,21,Kentucky,9 Vegetative,Vegetative,2342994.94
2020,21,Kentucky,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2394.95
2020,21,Kentucky,10 Forest management,Forest management,898885.10
2020,21,Kentucky,12 Soil remediation,Soil remediation,45244.68
2020,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,486505.64
2020,21,Kentucky,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,2347.26
2020,21,Kentucky,4 Conservating planning assessment,Conservating planning assessment,104194.57
2020,21,Kentucky,6 Other 1 - planning,Other 1 - planning,127467.06
2020,21,Kentucky,7 Structural,Structural,3983645.08
2020,21,Kentucky,8 Land management,Land management,3430787.21
2020,21,Kentucky,9 Vegetative,Vegetative,2617239.96
2021,21,Kentucky,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,9708.00
2021,21,Kentucky,10 Forest management,Forest management,767222.54
2021,21,Kentucky,12 Soil remediation,Soil remediation,34617.83
2021,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,851377.85
2021,21,Kentucky,2 Resource-conserving crop rotatation,Resource-conserving crop rotatation,6372.30
2021,21,Kentucky,4 Conservating planning assessment,Conservating planning assessment,139847.71
2021,21,Kentucky,6 Other 1 - planning,Other 1 - planning,171867.41
2021,21,Kentucky,7 Structural,Structural,5254416.48
2021,21,Kentucky,8 Land management,Land management,4460329.64
2021,21,Kentucky,9 Vegetative,Vegetative,3073373.72
2022,21,Kentucky,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,75732.00
2022,21,Kentucky,10 Forest Management,Forest Management,1109008.00
2022,21,Kentucky,12 Soil Remediation,Soil Remediation,52938.00
2022,21,Kentucky,13 Other 2 - improvement,Other 2 - improvement,971670.00
2022,21,Kentucky,6 Other 1 - planning,Other 1 - planning,95535.00
2022,21,Kentucky,7 Structural,Structural,5017488.00
2022,21,Kentucky,8 Land Management,Land Management,4199236.00
2022,21,Kentucky,9 Vegetative,Vegetative,3684929.00
2017,22,Louisiana,10 Forest management,Forest management,1257767.66
2017,22,Louisiana,12 Soil remediation,Soil remediation,185777.40
2017,22,Louisiana,13 Other 2 - improvement,Other 2 - improvement,155417.87
2017,22,Louisiana,6 Other 1 - planning,Other 1 - planning,29276.15
2017,22,Louisiana,7 Structural,Structural,4618602.35
2017,22,Louisiana,8 Land management,Land management,6315493.32
2017,22,Louisiana,9 Vegetative,Vegetative,1871932.59
2018,22,Louisiana,10 Forest management,Forest management,1505553.12
2018,22,Louisiana,12 Soil remediation,Soil remediation,161209.31
2018,22,Louisiana,13 Other 2 - improvement,Other 2 - improvement,368097.30
2018,22,Louisiana,6 Other 1 - planning,Other 1 - planning,14946.81
2018,22,Louisiana,7 Structural,Structural,5078981.14
2018,22,Louisiana,8 Land management,Land management,7630470.95
2018,22,Louisiana,9 Vegetative,Vegetative,3316949.80
2019,22,Louisiana,10 Forest management,Forest management,1286997.39
2019,22,Louisiana,12 Soil remediation,Soil remediation,281343.83
2019,22,Louisiana,13 Other 2 - improvement,Other 2 - improvement,331246.65
2019,22,Louisiana,6 Other 1 - planning,Other 1 - planning,14518.13
2019,22,Louisiana,7 Structural,Structural,4132502.70
2019,22,Louisiana,8 Land management,Land management,5937921.28
2019,22,Louisiana,9 Vegetative,Vegetative,3684082.87
2020,22,Louisiana,10 Forest management,Forest management,1017902.40
2020,22,Louisiana,12 Soil remediation,Soil remediation,160700.90
2020,22,Louisiana,13 Other 2 - improvement,Other 2 - improvement,99508.23
2020,22,Louisiana,6 Other 1 - planning,Other 1 - planning,11736.71
2020,22,Louisiana,7 Structural,Structural,5578032.27
2020,22,Louisiana,8 Land management,Land management,7076596.24
2020,22,Louisiana,9 Vegetative,Vegetative,4928011.08
2021,22,Louisiana,10 Forest management,Forest management,1561080.91
2021,22,Louisiana,12 Soil remediation,Soil remediation,87221.58
2021,22,Louisiana,13 Other 2 - improvement,Other 2 - improvement,281699.48
2021,22,Louisiana,6 Other 1 - planning,Other 1 - planning,5666.95
2021,22,Louisiana,7 Structural,Structural,3512118.09
2021,22,Louisiana,8 Land management,Land management,6710327.67
2021,22,Louisiana,9 Vegetative,Vegetative,5082362.30
2022,22,Louisiana,10 Forest Management,Forest Management,1257913.00
2022,22,Louisiana,12 Soil Remediation,Soil Remediation,203046.00
2022,22,Louisiana,7 Structural,Structural,3873598.00
2022,22,Louisiana,8 Land Management,Land Management,7940587.00
2022,22,Louisiana,9 Vegetative,Vegetative,5363478.00
2017,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2275.20
2017,23,Maine,10 Forest management,Forest management,826859.28
2017,23,Maine,12 Soil remediation,Soil remediation,29375.56
2017,23,Maine,13 Other 2 - improvement,Other 2 - improvement,168768.35
2017,23,Maine,4 Conservating planning assessment,Conservating planning assessment,207766.64
2017,23,Maine,6 Other 1 - planning,Other 1 - planning,264778.67
2017,23,Maine,7 Structural,Structural,5204653.20
2017,23,Maine,8 Land management,Land management,2469798.37
2017,23,Maine,9 Vegetative,Vegetative,697277.14
2018,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2730.24
2018,23,Maine,10 Forest management,Forest management,612430.84
2018,23,Maine,12 Soil remediation,Soil remediation,33300.58
2018,23,Maine,13 Other 2 - improvement,Other 2 - improvement,116901.49
2018,23,Maine,4 Conservating planning assessment,Conservating planning assessment,285362.47
2018,23,Maine,6 Other 1 - planning,Other 1 - planning,270018.65
2018,23,Maine,7 Structural,Structural,5796598.95
2018,23,Maine,8 Land management,Land management,2250509.15
2018,23,Maine,9 Vegetative,Vegetative,562947.06
2019,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2355.03
2019,23,Maine,10 Forest management,Forest management,585189.06
2019,23,Maine,12 Soil remediation,Soil remediation,22576.09
2019,23,Maine,13 Other 2 - improvement,Other 2 - improvement,226231.17
2019,23,Maine,4 Conservating planning assessment,Conservating planning assessment,394114.43
2019,23,Maine,6 Other 1 - planning,Other 1 - planning,310312.04
2019,23,Maine,7 Structural,Structural,4945526.74
2019,23,Maine,8 Land management,Land management,1683223.52
2019,23,Maine,9 Vegetative,Vegetative,747393.84
2020,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,5348.71
2020,23,Maine,10 Forest management,Forest management,845720.94
2020,23,Maine,12 Soil remediation,Soil remediation,41905.69
2020,23,Maine,13 Other 2 - improvement,Other 2 - improvement,125007.76
2020,23,Maine,4 Conservating planning assessment,Conservating planning assessment,148998.26
2020,23,Maine,6 Other 1 - planning,Other 1 - planning,266886.92
2020,23,Maine,7 Structural,Structural,6047819.55
2020,23,Maine,8 Land management,Land management,2235186.52
2020,23,Maine,9 Vegetative,Vegetative,627997.89
2021,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,2184.30
2021,23,Maine,10 Forest management,Forest management,972107.40
2021,23,Maine,12 Soil remediation,Soil remediation,12690.46
2021,23,Maine,13 Other 2 - improvement,Other 2 - improvement,154947.00
2021,23,Maine,4 Conservating planning assessment,Conservating planning assessment,166327.26
2021,23,Maine,6 Other 1 - planning,Other 1 - planning,406123.77
2021,23,Maine,7 Structural,Structural,5224681.59
2021,23,Maine,8 Land management,Land management,2185212.84
2021,23,Maine,9 Vegetative,Vegetative,630470.02
2022,23,Maine,1 Comprehensive Nutrient Mgt.,Comprehensive Nutrient Mgt.,201984.00
2022,23,Maine,10 Forest Management,Forest Management,711062.00
2022,23,Maine,12 Soil Remediation,Soil Remediation,30438.00
2022,23,Maine,13 Other 2 - improvement,Other 2 - improvement,65492.00
2022,23,Maine,6 Other 1 - planning,Other 1 - planning,286110.00
2022,23,Maine,7 Structural,Structural,4708441.00
2022,23,Maine,8 Land Management,Land Management,2721913.00
2022,23,Maine,9 Vegetative,Vegetative,564683.00
2017,24,Maryland,10 Forest management,Forest management,48238.72
2017,24,Maryland,12 Soil remediation,Soil remediation,224309.55
2017,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,660941.32
2017,24,Maryland,4 Conservating planning assessment,Conservating planning assessment,22845.03
2017,24,Maryland,6 Other 1 - planning,Other 1 - planning,40102.01
2017,24,Maryland,7 Structural,Structural,4294080.70
2017,24,Maryland,8 Land management,Land management,2785408.87
2017,24,Maryland,9 Vegetative,Vegetative,446670.61
2018,24,Maryland,10 Forest management,Forest management,125324.05
2018,24,Maryland,12 Soil remediation,Soil remediation,251613.71
2018,24,Maryland,13 Other 2 - improvement,Other 2 - improvement,503599.65
2018,24,Maryland,4 Conservating planning assessment,Conservating planning assessment,17951.45
2018,24,Maryland,6 Other 1 - planning,Other 1 - planning,41451.63
